"Step","vital-cosmos-120 - trial_state/config.scale_pol","vital-cosmos-120 - trial_state/config.scale_pol__MIN","vital-cosmos-120 - trial_state/config.scale_pol__MAX"
"1","1.118818043731153","1.118818043731153","1.118818043731153"
"2","0.786699749995023","0.786699749995023","0.786699749995023"
"3","1.0157218570820987","1.0157218570820987","1.0157218570820987"
"4","1.2270346474833786","1.2270346474833786","1.2270346474833786"
"5","1.1448977198451757","1.1448977198451757","1.1448977198451757"
"6","0.8673612987622619","0.8673612987622619","0.8673612987622619"
"7","0.9964179680682719","0.9964179680682719","0.9964179680682719"
"8","1.1566583598032594","1.1566583598032594","1.1566583598032594"
"9","1.14484060762266","1.14484060762266","1.14484060762266"
"10","1.1882959652104828","1.1882959652104828","1.1882959652104828"
"11","0.8591126324314826","0.8591126324314826","0.8591126324314826"
"12","1.1054791184142232","1.1054791184142232","1.1054791184142232"
"13","1.197116860654205","1.197116860654205","1.197116860654205"
"14","1.0627632205353001","1.0627632205353001","1.0627632205353001"
"15","0.8753019832074642","0.8753019832074642","0.8753019832074642"
"16","1.1047953495817913","1.1047953495817913","1.1047953495817913"
"17","1.0137681029736996","1.0137681029736996","1.0137681029736996"
"18","1.035226792562753","1.035226792562753","1.035226792562753"
"19","1.0485673868097365","1.0485673868097365","1.0485673868097365"
"20","0.7541136047802866","0.7541136047802866","0.7541136047802866"
"21","0.8963887970894575","0.8963887970894575","0.8963887970894575"
"22","1.1775010330602527","1.1775010330602527","1.1775010330602527"
"23","0.7971087493933737","0.7971087493933737","0.7971087493933737"
"24","1.075807362794876","1.075807362794876","1.075807362794876"
"25","1.1952112258947403","1.1952112258947403","1.1952112258947403"
"26","1.2107900772243738","1.2107900772243738","1.2107900772243738"
"27","0.9593495447188616","0.9593495447188616","0.9593495447188616"
"28","0.7672100584022701","0.7672100584022701","0.7672100584022701"
"29","1.2478718371130526","1.2478718371130526","1.2478718371130526"
"30","0.9667595657519996","0.9667595657519996","0.9667595657519996"
"31","0.8243658915162086","0.8243658915162086","0.8243658915162086"
"32","0.9456782354973257","0.9456782354973257","0.9456782354973257"
"33","0.849784214515239","0.849784214515239","0.849784214515239"
"34","0.9710260601714253","0.9710260601714253","0.9710260601714253"
"35","1.1267463155090809","1.1267463155090809","1.1267463155090809"
"36","0.825586151622927","0.825586151622927","0.825586151622927"
"37","0.9785047438926995","0.9785047438926995","0.9785047438926995"
"38","1.005556998308748","1.005556998308748","1.005556998308748"
"39","1.1351329586468637","1.1351329586468637","1.1351329586468637"
"40","0.8374606762081385","0.8374606762081385","0.8374606762081385"
"41","1.0859743673354387","1.0859743673354387","1.0859743673354387"
"42","1.0816656383685768","1.0816656383685768","1.0816656383685768"
"43","1.1353821188293969","1.1353821188293969","1.1353821188293969"
"44","1.0635146951857433","1.0635146951857433","1.0635146951857433"
"45","1.1113392994739115","1.1113392994739115","1.1113392994739115"
"46","1.1012390521354973","1.1012390521354973","1.1012390521354973"
"47","0.8198816864751279","0.8198816864751279","0.8198816864751279"
"48","0.9413695633411407","0.9413695633411407","0.9413695633411407"
"49","1.1859563388861716","1.1859563388861716","1.1859563388861716"
"50","0.7951549971476197","0.7951549971476197","0.7951549971476197"
"51","1.0466155419126153","1.0466155419126153","1.0466155419126153"
"52","0.9045999641530216","0.9045999641530216","0.9045999641530216"
"53","1.2063957517897237","1.2063957517897237","1.2063957517897237"
"54","0.767824105202044","0.767824105202044","0.767824105202044"
"55","0.8081846935674548","0.8081846935674548","0.8081846935674548"
"56","0.9374302350915968","0.9374302350915968","0.9374302350915968"
"57","1.2224818365648389","1.2224818365648389","1.2224818365648389"
"58","0.9260414270684123","0.9260414270684123","0.9260414270684123"
"59","0.8302260744385421","0.8302260744385421","0.8302260744385421"
"60","0.7652582116425037","0.7652582116425037","0.7652582116425037"
"61","0.8906820656786107","0.8906820656786107","0.8906820656786107"
"62","1.2168229769407715","1.2168229769407715","1.2168229769407715"
"63","1.1677343626506627","1.1677343626506627","1.1677343626506627"
"64","1.1136373563280197","1.1136373563280197","1.1136373563280197"
"65","1.1560423891060054","1.1560423891060054","1.1560423891060054"
"66","1.068397284951061","1.068397284951061","1.068397284951061"
"67","0.9921779623255134","0.9921779623255134","0.9921779623255134"
"68","1.2152742254547775","1.2152742254547775","1.2152742254547775"
"69","0.7958383610510358","0.7958383610510358","0.7958383610510358"
"70","0.8019759181764641","0.8019759181764641","0.8019759181764641"
"71","0.804900562737521","0.804900562737521","0.804900562737521"
"72","0.8628084273077548","0.8628084273077548","0.8628084273077548"
"73","0.7566028155640108","0.7566028155640108","0.7566028155640108"
"74","0.8866221285425127","0.8866221285425127","0.8866221285425127"
"75","1.1898823156952858","1.1898823156952858","1.1898823156952858"
"76","0.9162766640074551","0.9162766640074551","0.9162766640074551"
"77","0.9677790231348506","0.9677790231348506","0.9677790231348506"
