"Step","vital-cosmos-120 - trial_state/config.scale_q","vital-cosmos-120 - trial_state/config.scale_q__MIN","vital-cosmos-120 - trial_state/config.scale_q__MAX"
"1","0.8930221148766577","0.8930221148766577","0.8930221148766577"
"2","0.776737458538264","0.776737458538264","0.776737458538264"
"3","0.8294030060060322","0.8294030060060322","0.8294030060060322"
"4","0.839117206633091","0.839117206633091","0.839117206633091"
"5","0.7926344517618418","0.7926344517618418","0.7926344517618418"
"6","0.8121376470662653","0.8121376470662653","0.8121376470662653"
"7","0.8176511935889721","0.8176511935889721","0.8176511935889721"
"8","0.9495359817519784","0.9495359817519784","0.9495359817519784"
"9","0.7939212118513237","0.7939212118513237","0.7939212118513237"
"10","0.8711342472160769","0.8711342472160769","0.8711342472160769"
"11","0.8435862685474937","0.8435862685474937","0.8435862685474937"
"12","0.7828629412688315","0.7828629412688315","0.7828629412688315"
"13","0.765046346001327","0.765046346001327","0.765046346001327"
"14","0.7893801234792794","0.7893801234792794","0.7893801234792794"
"15","0.8024274986237288","0.8024274986237288","0.8024274986237288"
"16","0.8076213547837137","0.8076213547837137","0.8076213547837137"
"17","1.060135053936392","1.060135053936392","1.060135053936392"
"18","0.9284227075986564","0.9284227075986564","0.9284227075986564"
"19","0.755274775903672","0.755274775903672","0.755274775903672"
"20","0.8274262812919915","0.8274262812919915","0.8274262812919915"
"21","0.8813371192663908","0.8813371192663908","0.8813371192663908"
"22","0.8745177993550897","0.8745177993550897","0.8745177993550897"
"23","0.9147477368824184","0.9147477368824184","0.9147477368824184"
"24","0.8648036583326757","0.8648036583326757","0.8648036583326757"
"25","1.044026127725237","1.044026127725237","1.044026127725237"
"26","1.0973634952679276","1.0973634952679276","1.0973634952679276"
"27","1.2015614630654454","1.2015614630654454","1.2015614630654454"
"28","0.9966827151365578","0.9966827151365578","0.9966827151365578"
"29","0.9771241471171379","0.9771241471171379","0.9771241471171379"
"30","0.7670273697003722","0.7670273697003722","0.7670273697003722"
"31","0.9612825862132013","0.9612825862132013","0.9612825862132013"
"32","0.9089247947558761","0.9089247947558761","0.9089247947558761"
"33","1.0815202635712922","1.0815202635712922","1.0815202635712922"
"34","1.0406392272561789","1.0406392272561789","1.0406392272561789"
"35","0.8989064190536737","0.8989064190536737","0.8989064190536737"
"36","0.9304375885665177","0.9304375885665177","0.9304375885665177"
"37","0.990802463144064","0.990802463144064","0.990802463144064"
"38","0.9713047225959599","0.9713047225959599","0.9713047225959599"
"39","1.069775864481926","1.069775864481926","1.069775864481926"
"40","0.8550139567814767","0.8550139567814767","0.8550139567814767"
"41","0.9437166168354452","0.9437166168354452","0.9437166168354452"
"42","1.024734880309552","1.024734880309552","1.024734880309552"
"43","1.0483502786495764","1.0483502786495764","1.0483502786495764"
"44","1.0074423762029352","1.0074423762029352","1.0074423762029352"
"45","1.075675428379327","1.075675428379327","1.075675428379327"
"46","1.2487160717137158","1.2487160717137158","1.2487160717137158"
"47","1.0071555669419467","1.0071555669419467","1.0071555669419467"
"48","1.122759130783379","1.122759130783379","1.122759130783379"
"49","1.1567693902179599","1.1567693902179599","1.1567693902179599"
"50","1.1918055987916887","1.1918055987916887","1.1918055987916887"
"51","1.1032631187699735","1.1032631187699735","1.1032631187699735"
"52","1.0873585231602192","1.0873585231602192","1.0873585231602192"
"53","0.9285029943981375","0.9285029943981375","0.9285029943981375"
"54","1.0324308244592366","1.0324308244592366","1.0324308244592366"
"55","1.1169209307990968","1.1169209307990968","1.1169209307990968"
"56","1.0130511363968253","1.0130511363968253","1.0130511363968253"
"57","1.1291816998273134","1.1291816998273134","1.1291816998273134"
"58","0.9554022746160626","0.9554022746160626","0.9554022746160626"
"59","1.1762751485221088","1.1762751485221088","1.1762751485221088"
"60","1.140874540898949","1.140874540898949","1.140874540898949"
"61","1.167400490555613","1.167400490555613","1.167400490555613"
"62","0.9772017301864432","0.9772017301864432","0.9772017301864432"
"63","1.0189002556726336","1.0189002556726336","1.0189002556726336"
"64","1.0121936711361113","1.0121936711361113","1.0121936711361113"
"65","1.2388987839221954","1.2388987839221954","1.2388987839221954"
"66","1.166529308538884","1.166529308538884","1.166529308538884"
"67","1.1506954040378332","1.1506954040378332","1.1506954040378332"
"68","0.9343070713803172","0.9343070713803172","0.9343070713803172"
"69","1.017426959382915","1.017426959382915","1.017426959382915"
"70","0.9774636122736283","0.9774636122736283","0.9774636122736283"
"71","1.1598553803369198","1.1598553803369198","1.1598553803369198"
"72","1.2193936896510422","1.2193936896510422","1.2193936896510422"
"73","1.1079463536107856","1.1079463536107856","1.1079463536107856"
"74","1.2291496135294437","1.2291496135294437","1.2291496135294437"
"75","1.2034986102953553","1.2034986102953553","1.2034986102953553"
"76","1.1860960712656379","1.1860960712656379","1.1860960712656379"
"77","1.2358816106889527","1.2358816106889527","1.2358816106889527"
"78","1.2473217338376048","1.2473217338376048","1.2473217338376048"
"79","1.034743717405945","1.034743717405945","1.034743717405945"
"80","1.1389416777528822","1.1389416777528822","1.1389416777528822"
"81","0.7609830255501364","0.7609830255501364","0.7609830255501364"
"82","0.8880675649695484","0.8880675649695484","0.8880675649695484"
"83","0.776737458538264","0.776737458538264","0.776737458538264"
"84","0.7959692590522092","0.7959692590522092","0.7959692590522092"
"85","1.0352374320538305","1.0352374320538305","1.0352374320538305"
"86","0.760707486149484","0.760707486149484","0.760707486149484"
"87","0.8410244971199372","0.8410244971199372","0.8410244971199372"
"88","0.9386534679342633","0.9386534679342633","0.9386534679342633"
"89","0.8593881562062714","0.8593881562062714","0.8593881562062714"
"90","0.9002604693492366","0.9002604693492366","0.9002604693492366"
"91","0.7542545243536305","0.7542545243536305","0.7542545243536305"
"92","0.7643105689349377","0.7643105689349377","0.7643105689349377"
"93","0.892256485588232","0.892256485588232","0.892256485588232"
"94","0.8139384336716544","0.8139384336716544","0.8139384336716544"
"95","0.9089247947558761","0.9089247947558761","0.9089247947558761"
"96","0.7747018298944174","0.7747018298944174","0.7747018298944174"
"97","0.8535572737436741","0.8535572737436741","0.8535572737436741"
"98","0.7670273697003722","0.7670273697003722","0.7670273697003722"
"99","0.8515544560199971","0.8515544560199971","0.8515544560199971"
"100","0.824723229802504","0.824723229802504","0.824723229802504"
"101","1.0866666383170067","1.0866666383170067","1.0866666383170067"
"102","0.8582949831361814","0.8582949831361814","0.8582949831361814"
"103","0.8465744127162995","0.8465744127162995","0.8465744127162995"
"104","1.0876365762863989","1.0876365762863989","1.0876365762863989"
"105","1.0948325331943485","1.0948325331943485","1.0948325331943485"
"106","1.0074423762029352","1.0074423762029352","1.0074423762029352"
"107","0.8947842871444428","0.8947842871444428","0.8947842871444428"
"108","1.0599468846323947","1.0599468846323947","1.0599468846323947"
"109","1.1918055987916887","1.1918055987916887","1.1918055987916887"
"110","1.0920485423295512","1.0920485423295512","1.0920485423295512"
"111","1.0939667828899402","1.0939667828899402","1.0939667828899402"
"112","1.0597731946793436","1.0597731946793436","1.0597731946793436"
"113","0.7571481176461298","0.7571481176461298","0.7571481176461298"
"114","1.1726267238618746","1.1726267238618746","1.1726267238618746"
"115","1.0883520193797855","1.0883520193797855","1.0883520193797855"
"116","0.7668929852332811","0.7668929852332811","0.7668929852332811"
"117","1.1803288542484978","1.1803288542484978","1.1803288542484978"
"118","1.2364956509711984","1.2364956509711984","1.2364956509711984"
"119","1.1295083742316328","1.1295083742316328","1.1295083742316328"
"120","1.0597899700041729","1.0597899700041729","1.0597899700041729"
"121","1.1513459908117243","1.1513459908117243","1.1513459908117243"
"122","1.1392859192570366","1.1392859192570366","1.1392859192570366"
"123","0.927419989456647","0.927419989456647","0.927419989456647"
"124","0.9988247868125406","0.9988247868125406","0.9988247868125406"
"125","1.0911721510096817","1.0911721510096817","1.0911721510096817"
"126","1.227254739132721","1.227254739132721","1.227254739132721"
"127","0.8829533747219305","0.8829533747219305","0.8829533747219305"
"128","1.1504971895963179","1.1504971895963179","1.1504971895963179"
"129","0.9564758415784752","0.9564758415784752","0.9564758415784752"
"130","1.2132335771146905","1.2132335771146905","1.2132335771146905"
"131","1.1874637944666233","1.1874637944666233","1.1874637944666233"
"132","1.204738171669625","1.204738171669625","1.204738171669625"
"133","1.108516161774912","1.108516161774912","1.108516161774912"
"134","1.1032631187699735","1.1032631187699735","1.1032631187699735"
"135","1.2251924064248283","1.2251924064248283","1.2251924064248283"
"136","1.01477019119591","1.01477019119591","1.01477019119591"
"137","1.084998924366994","1.084998924366994","1.084998924366994"
"138","1.197993638965258","1.197993638965258","1.197993638965258"
"139","1.2364956509711984","1.2364956509711984","1.2364956509711984"
"140","1.0936742096573864","1.0936742096573864","1.0936742096573864"
"141","1.188907626089243","1.188907626089243","1.188907626089243"
"142","1.189219997609138","1.189219997609138","1.189219997609138"
"143","1.0771705343639302","1.0771705343639302","1.0771705343639302"
"144","1.049577680431131","1.049577680431131","1.049577680431131"
"145","1.1231712485745895","1.1231712485745895","1.1231712485745895"
"146","1.0437626742473434","1.0437626742473434","1.0437626742473434"
"147","1.1383511114193008","1.1383511114193008","1.1383511114193008"
"148","1.1449424690531913","1.1449424690531913","1.1449424690531913"
"149","0.9989068837712067","0.9989068837712067","0.9989068837712067"
"150","1.0248223539859622","1.0248223539859622","1.0248223539859622"
"151","1.2226263875194932","1.2226263875194932","1.2226263875194932"
"152","1.1304948137157798","1.1304948137157798","1.1304948137157798"
"153","1.0673657015850142","1.0673657015850142","1.0673657015850142"
"154","1.134822971152782","1.134822971152782","1.134822971152782"
"155","1.069587294487948","1.069587294487948","1.069587294487948"
"156","1.217439056259697","1.217439056259697","1.217439056259697"
"157","1.1518343177005776","1.1518343177005776","1.1518343177005776"
"158","1.2428378129006112","1.2428378129006112","1.2428378129006112"
"159","1.1593654202111656","1.1593654202111656","1.1593654202111656"
"160","1.2458432868895637","1.2458432868895637","1.2458432868895637"
"161","1.201900809783497","1.201900809783497","1.201900809783497"
"162","0.8302200255603925","0.8302200255603925","0.8302200255603925"
"163","0.9397979565559578","0.9397979565559578","0.9397979565559578"
"164","0.9665127925715018","0.9665127925715018","0.9665127925715018"
"165","1.2332829529320346","1.2332829529320346","1.2332829529320346"
"166","1.1523510478256411","1.1523510478256411","1.1523510478256411"
"167","1.121903380687223","1.121903380687223","1.121903380687223"
"168","1.0821415282342972","1.0821415282342972","1.0821415282342972"
"169","1.0962277847689617","1.0962277847689617","1.0962277847689617"
"170","1.1096103304254548","1.1096103304254548","1.1096103304254548"
"171","1.212300348035177","1.212300348035177","1.212300348035177"
"172","1.2149075562213747","1.2149075562213747","1.2149075562213747"
"173","1.241010524974501","1.241010524974501","1.241010524974501"
"174","1.2463299644426735","1.2463299644426735","1.2463299644426735"
"175","1.2407551918784783","1.2407551918784783","1.2407551918784783"
"176","1.1429342445626902","1.1429342445626902","1.1429342445626902"
"177","1.245855105207006","1.245855105207006","1.245855105207006"
"178","1.00687689632076","1.00687689632076","1.00687689632076"
"179","1.1387514219404151","1.1387514219404151","1.1387514219404151"
"180","1.244292549844888","1.244292549844888","1.244292549844888"
"181","1.1236115547532415","1.1236115547532415","1.1236115547532415"
"182","1.2377381459334758","1.2377381459334758","1.2377381459334758"
"183","1.2316106718008208","1.2316106718008208","1.2316106718008208"
"184","1.1941586168492069","1.1941586168492069","1.1941586168492069"
"185","1.227952547774884","1.227952547774884","1.227952547774884"
"186","1.1671011140045326","1.1671011140045326","1.1671011140045326"
"187","1.1054473070179265","1.1054473070179265","1.1054473070179265"
