"Step","vital-cosmos-120 - trial_state/config.scale_rad","vital-cosmos-120 - trial_state/config.scale_rad__MIN","vital-cosmos-120 - trial_state/config.scale_rad__MAX"
"1","0.8281467370688915","0.8281467370688915","0.8281467370688915"
"2","0.9613804155960679","0.9613804155960679","0.9613804155960679"
"3","1.2142637791112065","1.2142637791112065","1.2142637791112065"
"4","0.8001639056019485","0.8001639056019485","0.8001639056019485"
"5","1.1053875256329775","1.1053875256329775","1.1053875256329775"
"6","0.7889943835325539","0.7889943835325539","0.7889943835325539"
"7","0.8978401306085289","0.8978401306085289","0.8978401306085289"
"8","0.7803451777435839","0.7803451777435839","0.7803451777435839"
"9","1.2164966362279168","1.2164966362279168","1.2164966362279168"
"10","0.8213160971741791","0.8213160971741791","0.8213160971741791"
"11","1.114889619379486","1.114889619379486","1.114889619379486"
"12","0.8787361574359238","0.8787361574359238","0.8787361574359238"
"13","1.144960559438914","1.144960559438914","1.144960559438914"
"14","1.2361417132527683","1.2361417132527683","1.2361417132527683"
"15","1.2029723022133112","1.2029723022133112","1.2029723022133112"
"16","1.1163970342980343","1.1163970342980343","1.1163970342980343"
"17","0.7966223489493132","0.7966223489493132","0.7966223489493132"
"18","0.9215070842765272","0.9215070842765272","0.9215070842765272"
"19","0.8713735053315759","0.8713735053315759","0.8713735053315759"
"20","1.1243695514276624","1.1243695514276624","1.1243695514276624"
"21","1.0273480885662138","1.0273480885662138","1.0273480885662138"
"22","0.9499667566269636","0.9499667566269636","0.9499667566269636"
"23","0.7613630308769643","0.7613630308769643","0.7613630308769643"
"24","1.036124371457845","1.036124371457845","1.036124371457845"
"25","0.8132980467521456","0.8132980467521456","0.8132980467521456"
"26","0.8444012445397675","0.8444012445397675","0.8444012445397675"
"27","0.7727095820009708","0.7727095820009708","0.7727095820009708"
"28","1.1685042507015169","1.1685042507015169","1.1685042507015169"
"29","0.9692723928019404","0.9692723928019404","0.9692723928019404"
"30","1.0471717114560306","1.0471717114560306","1.0471717114560306"
"31","1.0811400339007378","1.0811400339007378","1.0811400339007378"
"32","1.2222713893279433","1.2222713893279433","1.2222713893279433"
"33","1.2062533940188587","1.2062533940188587","1.2062533940188587"
"34","1.0973866735585034","1.0973866735585034","1.0973866735585034"
"35","1.1799180307425559","1.1799180307425559","1.1799180307425559"
"36","0.8310385034336994","0.8310385034336994","0.8310385034336994"
"37","0.8170995218679309","0.8170995218679309","0.8170995218679309"
"38","1.0084883770905435","1.0084883770905435","1.0084883770905435"
"39","0.9054585555568337","0.9054585555568337","0.9054585555568337"
"40","1.1257343892939389","1.1257343892939389","1.1257343892939389"
"41","1.2413752377033234","1.2413752377033234","1.2413752377033234"
"42","0.9532775240950286","0.9532775240950286","0.9532775240950286"
"43","1.1458105736086517","1.1458105736086517","1.1458105736086517"
"44","1.1974536589684464","1.1974536589684464","1.1974536589684464"
"45","1.1162466327659786","1.1162466327659786","1.1162466327659786"
"46","1.1610088488087058","1.1610088488087058","1.1610088488087058"
"47","0.8633831473998725","0.8633831473998725","0.8633831473998725"
"48","0.941985931713134","0.941985931713134","0.941985931713134"
"49","1.23025888716802","1.23025888716802","1.23025888716802"
"50","1.2494848095811903","1.2494848095811903","1.2494848095811903"
"51","1.1333747524768114","1.1333747524768114","1.1333747524768114"
"52","0.8076697969809175","0.8076697969809175","0.8076697969809175"
"53","0.9564810899090628","0.9564810899090628","0.9564810899090628"
"54","0.8517307459365304","0.8517307459365304","0.8517307459365304"
"55","1.0436331275850534","1.0436331275850534","1.0436331275850534"
"56","1.1524788485839963","1.1524788485839963","1.1524788485839963"
"57","1.019846960902214","1.019846960902214","1.019846960902214"
"58","0.9327984438277781","0.9327984438277781","0.9327984438277781"
"59","0.913865770213306","0.913865770213306","0.913865770213306"
"60","0.836266799364239","0.836266799364239","0.836266799364239"
"61","1.0248113287704204","1.0248113287704204","1.0248113287704204"
"62","0.9971325944042387","0.9971325944042387","0.9971325944042387"
"63","1.0548025341704488","1.0548025341704488","1.0548025341704488"
"64","1.022467619405245","1.022467619405245","1.022467619405245"
"65","0.825097510125488","0.825097510125488","0.825097510125488"
"66","0.7538495091721416","0.7538495091721416","0.7538495091721416"
"67","1.1723005548119545","1.1723005548119545","1.1723005548119545"
"68","1.069970398209989","1.069970398209989","1.069970398209989"
"69","0.920382109323795","0.920382109323795","0.920382109323795"
"70","0.8479319187457248","0.8479319187457248","0.8479319187457248"
"71","0.9038064451912907","0.9038064451912907","0.9038064451912907"
"72","1.000865182839334","1.000865182839334","1.000865182839334"
"73","0.8448885026776813","0.8448885026776813","0.8448885026776813"
"74","0.977398173417896","0.977398173417896","0.977398173417896"
"75","0.9252791963517666","0.9252791963517666","0.9252791963517666"
"76","1.0780856884084642","1.0780856884084642","1.0780856884084642"
"77","0.9325956330584215","0.9325956330584215","0.9325956330584215"
"78","1.1267017216870225","1.1267017216870225","1.1267017216870225"
"79","0.886232515797019","0.886232515797019","0.886232515797019"
"80","0.9965023905970156","0.9965023905970156","0.9965023905970156"
"81","0.9154672630092928","0.9154672630092928","0.9154672630092928"
"82","0.8513021385981467","0.8513021385981467","0.8513021385981467"
"83","0.9203305077701533","0.9203305077701533","0.9203305077701533"
"84","0.8513329484864363","0.8513329484864363","0.8513329484864363"
"85","0.7814790997728538","0.7814790997728538","0.7814790997728538"
"86","1.2111020330692357","1.2111020330692357","1.2111020330692357"
"87","0.9322699290575911","0.9322699290575911","0.9322699290575911"
"88","1.1157389679409748","1.1157389679409748","1.1157389679409748"
"89","1.092817668277643","1.092817668277643","1.092817668277643"
"90","0.9390420952084564","0.9390420952084564","0.9390420952084564"
"91","1.233070039164662","1.233070039164662","1.233070039164662"
"92","0.9051463167280374","0.9051463167280374","0.9051463167280374"
"93","1.1169220925617844","1.1169220925617844","1.1169220925617844"
"94","1.022305238240128","1.022305238240128","1.022305238240128"
"95","1.2222713893279433","1.2222713893279433","1.2222713893279433"
"96","1.0634196041122743","1.0634196041122743","1.0634196041122743"
"97","0.7702723916393914","0.7702723916393914","0.7702723916393914"
"98","1.0452334352476387","1.0452334352476387","1.0452334352476387"
"99","1.1983517618109318","1.1983517618109318","1.1983517618109318"
"100","0.9142705163231213","0.9142705163231213","0.9142705163231213"
"101","1.0514773809093405","1.0514773809093405","1.0514773809093405"
"102","1.2166602282601142","1.2166602282601142","1.2166602282601142"
"103","1.179467139189559","1.179467139189559","1.179467139189559"
"104","0.7953108115743992","0.7953108115743992","0.7953108115743992"
"105","1.1897637645621135","1.1897637645621135","1.1897637645621135"
"106","1.1812808962970278","1.1812808962970278","1.1812808962970278"
"107","0.7783129532457649","0.7783129532457649","0.7783129532457649"
"108","1.1912284140197087","1.1912284140197087","1.1912284140197087"
"109","1.240785928457965","1.240785928457965","1.240785928457965"
"110","1.2021550830675323","1.2021550830675323","1.2021550830675323"
"111","1.2103629715928188","1.2103629715928188","1.2103629715928188"
"112","1.225326638264201","1.225326638264201","1.225326638264201"
"113","1.2124511228484418","1.2124511228484418","1.2124511228484418"
"114","1.194551960264159","1.194551960264159","1.194551960264159"
"115","1.0564057374686868","1.0564057374686868","1.0564057374686868"
"116","1.2089305568465203","1.2089305568465203","1.2089305568465203"
"117","1.209925682500765","1.209925682500765","1.209925682500765"
"118","1.2360872141094976","1.2360872141094976","1.2360872141094976"
"119","0.7632190805396377","0.7632190805396377","0.7632190805396377"
"120","0.7853612028254905","0.7853612028254905","0.7853612028254905"
"121","0.9986684308593448","0.9986684308593448","0.9986684308593448"
"122","0.9770406886140666","0.9770406886140666","0.9770406886140666"
"123","1.1105063304776497","1.1105063304776497","1.1105063304776497"
"124","1.0859345365355084","1.0859345365355084","1.0859345365355084"
"125","1.0741459451176483","1.0741459451176483","1.0741459451176483"
"126","1.0840823536687045","1.0840823536687045","1.0840823536687045"
"127","0.9379447901017889","0.9379447901017889","0.9379447901017889"
"128","1.0676491085640458","1.0676491085640458","1.0676491085640458"
"129","0.8765384711467963","0.8765384711467963","0.8765384711467963"
"130","0.7900442797358298","0.7900442797358298","0.7900442797358298"
"131","1.0483008465795942","1.0483008465795942","1.0483008465795942"
"132","1.007178004405882","1.007178004405882","1.007178004405882"
"133","1.048165530030354","1.048165530030354","1.048165530030354"
"134","1.0484819185560232","1.0484819185560232","1.0484819185560232"
"135","1.2426534372059506","1.2426534372059506","1.2426534372059506"
"136","1.0632638514089772","1.0632638514089772","1.0632638514089772"
"137","1.1299245632208585","1.1299245632208585","1.1299245632208585"
"138","1.139516447698293","1.139516447698293","1.139516447698293"
"139","1.1787639727432568","1.1787639727432568","1.1787639727432568"
"140","0.9557833168480201","0.9557833168480201","0.9557833168480201"
"141","0.9610085035199036","0.9610085035199036","0.9610085035199036"
"142","0.8349006269702193","0.8349006269702193","0.8349006269702193"
"143","1.1330113282629553","1.1330113282629553","1.1330113282629553"
"144","0.8090039306850837","0.8090039306850837","0.8090039306850837"
"145","0.8076697969809175","0.8076697969809175","0.8076697969809175"
"146","1.0681133963964475","1.0681133963964475","1.0681133963964475"
"147","0.8022679555174262","0.8022679555174262","0.8022679555174262"
"148","0.8044376442375996","0.8044376442375996","0.8044376442375996"
"149","1.0717415638068903","1.0717415638068903","1.0717415638068903"
"150","0.7624520397523469","0.7624520397523469","0.7624520397523469"
"151","0.7753029096649634","0.7753029096649634","0.7753029096649634"
"152","0.80259761342014","0.80259761342014","0.80259761342014"
