"Step","vital-cosmos-120 - trial_state/additional_info.density_score","vital-cosmos-120 - trial_state/additional_info.density_score__MIN","vital-cosmos-120 - trial_state/additional_info.density_score__MAX"
"61","0.008499999999999952","0.008499999999999952","0.008499999999999952"
"62","0.20550000000000002","0.20550000000000002","0.20550000000000002"
"63","0.02980000000000005","0.02980000000000005","0.02980000000000005"
"64","0.07030000000000003","0.07030000000000003","0.07030000000000003"
"65","0.021100000000000008","0.021100000000000008","0.021100000000000008"
"66","0.1291","0.1291","0.1291"
"67","0.11529999999999996","0.11529999999999996","0.11529999999999996"
"68","0.11099999999999999","0.11099999999999999","0.11099999999999999"
"69","0.04310000000000003","0.04310000000000003","0.04310000000000003"
"70","0.028099999999999903","0.028099999999999903","0.028099999999999903"
"71","0.017299999999999982","0.017299999999999982","0.017299999999999982"
"72","0.020300000000000096","0.020300000000000096","0.020300000000000096"
"73","0.00039999999999995595","0.00039999999999995595","0.00039999999999995595"
"74","0.026000000000000023","0.026000000000000023","0.026000000000000023"
"75","0.05779999999999996","0.05779999999999996","0.05779999999999996"
"76","0.015799999999999925","0.015799999999999925","0.015799999999999925"
"77","0.00990000000000002","0.00990000000000002","0.00990000000000002"
"78","0.0032999999999999696","0.0032999999999999696","0.0032999999999999696"
"79","0.0384000000000001","0.0384000000000001","0.0384000000000001"
"80","0.03080000000000005","0.03080000000000005","0.03080000000000005"
"81","0.8751","0.8751","0.8751"
"82","0.8576","0.8576","0.8576"
"83","0.8533","0.8533","0.8533"
"84","0.8637","0.8637","0.8637"
"85","0.7605999999999999","0.7605999999999999","0.7605999999999999"
"86","0.8242","0.8242","0.8242"
"87","0.483","0.483","0.483"
"88","0.7629","0.7629","0.7629"
"89","0.8024","0.8024","0.8024"
"90","0.24849999999999994","0.24849999999999994","0.24849999999999994"
"91","0.8014","0.8014","0.8014"
"92","0.7643","0.7643","0.7643"
"93","0.4427","0.4427","0.4427"
"94","0.6201","0.6201","0.6201"
"95","0.4699","0.4699","0.4699"
"96","0.8569","0.8569","0.8569"
"97","0.8417","0.8417","0.8417"
"98","0.44909999999999994","0.44909999999999994","0.44909999999999994"
"99","0.4716","0.4716","0.4716"
"100","0.931","0.931","0.931"
"101","0.2571","0.2571","0.2571"
"102","0.4175","0.4175","0.4175"
"103","0.30100000000000005","0.30100000000000005","0.30100000000000005"
"104","0.3036","0.3036","0.3036"
"105","0.19330000000000003","0.19330000000000003","0.19330000000000003"
"106","0.23209999999999997","0.23209999999999997","0.23209999999999997"
"107","0.8722","0.8722","0.8722"
"108","0.15259999999999996","0.15259999999999996","0.15259999999999996"
"109","0.10089999999999999","0.10089999999999999","0.10089999999999999"
"110","0.20440000000000003","0.20440000000000003","0.20440000000000003"
"111","0.27280000000000004","0.27280000000000004","0.27280000000000004"
"112","0.14969999999999994","0.14969999999999994","0.14969999999999994"
"113","0.7422","0.7422","0.7422"
"114","0.08199999999999996","0.08199999999999996","0.08199999999999996"
"115","0.11180000000000001","0.11180000000000001","0.11180000000000001"
"116","0.6012","0.6012","0.6012"
"117","0.17989999999999995","0.17989999999999995","0.17989999999999995"
"118","0.08589999999999998","0.08589999999999998","0.08589999999999998"
"119","0.06720000000000004","0.06720000000000004","0.06720000000000004"
"120","0.29179999999999995","0.29179999999999995","0.29179999999999995"
"121","0.08250000000000002","0.08250000000000002","0.08250000000000002"
"122","0.06290000000000007","0.06290000000000007","0.06290000000000007"
"123","0.5639000000000001","0.5639000000000001","0.5639000000000001"
"124","0.22450000000000003","0.22450000000000003","0.22450000000000003"
"125","0.18920000000000003","0.18920000000000003","0.18920000000000003"
"126","0.16610000000000003","0.16610000000000003","0.16610000000000003"
"127","0.7604","0.7604","0.7604"
"128","0.01090000000000002","0.01090000000000002","0.01090000000000002"
"129","0.20109999999999995","0.20109999999999995","0.20109999999999995"
"130","0.38349999999999995","0.38349999999999995","0.38349999999999995"
"131","0.01870000000000005","0.01870000000000005","0.01870000000000005"
"132","0.024900000000000033","0.024900000000000033","0.024900000000000033"
"133","0.08489999999999998","0.08489999999999998","0.08489999999999998"
"134","0.08040000000000003","0.08040000000000003","0.08040000000000003"
"135","0.09250000000000003","0.09250000000000003","0.09250000000000003"
"136","0.12670000000000003","0.12670000000000003","0.12670000000000003"
"137","0.08740000000000003","0.08740000000000003","0.08740000000000003"
"138","0.018100000000000005","0.018100000000000005","0.018100000000000005"
"139","0.029299999999999993","0.029299999999999993","0.029299999999999993"
"140","0.022600000000000064","0.022600000000000064","0.022600000000000064"
"141","0.044400000000000106","0.044400000000000106","0.044400000000000106"
"142","0.11750000000000005","0.11750000000000005","0.11750000000000005"
"143","0.05679999999999996","0.05679999999999996","0.05679999999999996"
"144","0.008499999999999952","0.008499999999999952","0.008499999999999952"
"145","0.07189999999999996","0.07189999999999996","0.07189999999999996"
"146","0.08960000000000001","0.08960000000000001","0.08960000000000001"
"147","0.00770000000000004","0.00770000000000004","0.00770000000000004"
"148","0.05049999999999999","0.05049999999999999","0.05049999999999999"
"149","0.11980000000000002","0.11980000000000002","0.11980000000000002"
"150","0.8568","0.8568","0.8568"
"151","0.17600000000000005","0.17600000000000005","0.17600000000000005"
"152","0.010300000000000087","0.010300000000000087","0.010300000000000087"
"153","0.009700000000000042","0.009700000000000042","0.009700000000000042"
"154","0.0033999999999999586","0.0033999999999999586","0.0033999999999999586"
"155","0.0032999999999999696","0.0032999999999999696","0.0032999999999999696"
"156","0.03059999999999996","0.03059999999999996","0.03059999999999996"
"157","0.011499999999999955","0.011499999999999955","0.011499999999999955"
"158","0.03490000000000004","0.03490000000000004","0.03490000000000004"
"159","0.02870000000000006","0.02870000000000006","0.02870000000000006"
"160","0.026200000000000112","0.026200000000000112","0.026200000000000112"
"161","0.027999999999999914","0.027999999999999914","0.027999999999999914"
"162","0.8226","0.8226","0.8226"
"164","0.21719999999999995","0.21719999999999995","0.21719999999999995"
"165","0.008600000000000052","0.008600000000000052","0.008600000000000052"
"166","0.04720000000000002","0.04720000000000002","0.04720000000000002"
"167","0.0595","0.0595","0.0595"
"168","0.03469999999999995","0.03469999999999995","0.03469999999999995"
"169","0.022599999999999953","0.022599999999999953","0.022599999999999953"
"170","0.020299999999999985","0.020299999999999985","0.020299999999999985"
"171","0.0020999999999999908","0.0020999999999999908","0.0020999999999999908"
"172","0.007099999999999995","0.007099999999999995","0.007099999999999995"
"173","0.06110000000000004","0.06110000000000004","0.06110000000000004"
"174","0.036699999999999955","0.036699999999999955","0.036699999999999955"
"175","0.01739999999999997","0.01739999999999997","0.01739999999999997"
"176","0.025800000000000045","0.025800000000000045","0.025800000000000045"
"177","0.011499999999999955","0.011499999999999955","0.011499999999999955"
"178","0.4405","0.4405","0.4405"
"179","0.01539999999999997","0.01539999999999997","0.01539999999999997"
"180","0.03180000000000005","0.03180000000000005","0.03180000000000005"
"181","0.01529999999999998","0.01529999999999998","0.01529999999999998"
"182","0.0504","0.0504","0.0504"
"183","0.0008000000000000229","0.0008000000000000229","0.0008000000000000229"
"184","0.11180000000000001","0.11180000000000001","0.11180000000000001"
"185","0.030100000000000016","0.030100000000000016","0.030100000000000016"
"186","0.00029999999999996696","0.00029999999999996696","0.00029999999999996696"
"187","0.025699999999999945","0.025699999999999945","0.025699999999999945"
"188","0.028100000000000014","0.028100000000000014","0.028100000000000014"
"189","0.028099999999999903","0.028099999999999903","0.028099999999999903"
"190","0.038000000000000034","0.038000000000000034","0.038000000000000034"
"191","0.8745","0.8745","0.8745"
"192","0.008499999999999952","0.008499999999999952","0.008499999999999952"
"193","0.01759999999999995","0.01759999999999995","0.01759999999999995"
"194","0.03649999999999998","0.03649999999999998","0.03649999999999998"
"195","0.026900000000000035","0.026900000000000035","0.026900000000000035"
"196","0.006800000000000028","0.006800000000000028","0.006800000000000028"
"197","0.006800000000000028","0.006800000000000028","0.006800000000000028"
"198","0.485","0.485","0.485"
"199","0.02199999999999991","0.02199999999999991","0.02199999999999991"
"200","0.4977","0.4977","0.4977"
"201","0.07199999999999995","0.07199999999999995","0.07199999999999995"
"202","0.0615","0.0615","0.0615"
"203","0.03400000000000003","0.03400000000000003","0.03400000000000003"
"204","0.04530000000000001","0.04530000000000001","0.04530000000000001"
"205","0.005299999999999971","0.005299999999999971","0.005299999999999971"
"206","0.012600000000000056","0.012600000000000056","0.012600000000000056"
"207","0.005999999999999894","0.005999999999999894","0.005999999999999894"
"208","0.009299999999999975","0.009299999999999975","0.009299999999999975"
"209","0.049899999999999944","0.049899999999999944","0.049899999999999944"
"210","0.008900000000000019","0.008900000000000019","0.008900000000000019"
"211","0.0030000000000000027","0.0030000000000000027","0.0030000000000000027"
"212","0.0011999999999999789","0.0011999999999999789","0.0011999999999999789"
"213","0.0033999999999999586","0.0033999999999999586","0.0033999999999999586"
"214","0.5144","0.5144","0.5144"
"215","0.042199999999999904","0.042199999999999904","0.042199999999999904"
"216","0.029000000000000026","0.029000000000000026","0.029000000000000026"
"217","0.29400000000000004","0.29400000000000004","0.29400000000000004"
"218","0.0007000000000000339","0.0007000000000000339","0.0007000000000000339"
"219","0.0044999999999999485","0.0044999999999999485","0.0044999999999999485"
"220","0.017000000000000015","0.017000000000000015","0.017000000000000015"
"221","0.017199999999999993","0.017199999999999993","0.017199999999999993"
"222","0.0021999999999999797","0.0021999999999999797","0.0021999999999999797"
"223","0.013000000000000012","0.013000000000000012","0.013000000000000012"
"224","0.08589999999999998","0.08589999999999998","0.08589999999999998"
"225","0.06489999999999996","0.06489999999999996","0.06489999999999996"
"226","0.012800000000000034","0.012800000000000034","0.012800000000000034"
"227","0.036599999999999966","0.036599999999999966","0.036599999999999966"
"228","0.015100000000000002","0.015100000000000002","0.015100000000000002"
"229","0.01529999999999998","0.01529999999999998","0.01529999999999998"
"230","0.005499999999999949","0.005499999999999949","0.005499999999999949"
"231","0.03870000000000007","0.03870000000000007","0.03870000000000007"
"232","0.03920000000000001","0.03920000000000001","0.03920000000000001"
"233","0.00880000000000003","0.00880000000000003","0.00880000000000003"
"234","0.0364000000000001","0.0364000000000001","0.0364000000000001"
"235","0.0019000000000000128","0.0019000000000000128","0.0019000000000000128"
"236","0.04959999999999998","0.04959999999999998","0.04959999999999998"
"237","0.03189999999999993","0.03189999999999993","0.03189999999999993"
"238","0.0022999999999999687","0.0022999999999999687","0.0022999999999999687"
"239","0.009699999999999931","0.009699999999999931","0.009699999999999931"
"240","0.0013999999999999568","0.0013999999999999568","0.0013999999999999568"
"241","0.024800000000000044","0.024800000000000044","0.024800000000000044"
"242","0.02749999999999997","0.02749999999999997","0.02749999999999997"
"243","0.01629999999999998","0.01629999999999998","0.01629999999999998"
"244","0.023299999999999987","0.023299999999999987","0.023299999999999987"
"245","0.0030000000000000027","0.0030000000000000027","0.0030000000000000027"
"246","0.014800000000000035","0.014800000000000035","0.014800000000000035"
"247","0.024800000000000044","0.024800000000000044","0.024800000000000044"
"248","0.5305","0.5305","0.5305"
"249","0.0045000000000000595","0.0045000000000000595","0.0045000000000000595"
"250","0.03369999999999995","0.03369999999999995","0.03369999999999995"
"251","0.13070000000000004","0.13070000000000004","0.13070000000000004"
"252","0.01980000000000004","0.01980000000000004","0.01980000000000004"
"253","0.1724","0.1724","0.1724"
"254","0.5879","0.5879","0.5879"
"255","0.7685","0.7685","0.7685"
"256","0.0036000000000000476","0.0036000000000000476","0.0036000000000000476"
"257","0.0007000000000000339","0.0007000000000000339","0.0007000000000000339"
"258","0.006399999999999961","0.006399999999999961","0.006399999999999961"
"259","0.0706","0.0706","0.0706"
"260","0.006200000000000094","0.006200000000000094","0.006200000000000094"
"261","0.14980000000000004","0.14980000000000004","0.14980000000000004"
"262","0.008100000000000107","0.008100000000000107","0.008100000000000107"
"263","0.025000000000000022","0.025000000000000022","0.025000000000000022"
"264","0.03210000000000002","0.03210000000000002","0.03210000000000002"
"265","0.010500000000000065","0.010500000000000065","0.010500000000000065"
"266","0.03200000000000003","0.03200000000000003","0.03200000000000003"
"267","0.0021999999999999797","0.0021999999999999797","0.0021999999999999797"
"268","0.0004999999999999449","0.0004999999999999449","0.0004999999999999449"
"269","0.0019000000000000128","0.0019000000000000128","0.0019000000000000128"
"270","0.023699999999999943","0.023699999999999943","0.023699999999999943"
"271","0.007199999999999984","0.007199999999999984","0.007199999999999984"
"272","0.02510000000000001","0.02510000000000001","0.02510000000000001"
"273","0.017900000000000027","0.017900000000000027","0.017900000000000027"
"274","0.8394","0.8394","0.8394"
"275","0.011299999999999977","0.011299999999999977","0.011299999999999977"
"276","0.02969999999999995","0.02969999999999995","0.02969999999999995"
"277","0.01739999999999997","0.01739999999999997","0.01739999999999997"
"278","0.028300000000000103","0.028300000000000103","0.028300000000000103"
"279","0.014200000000000101","0.014200000000000101","0.014200000000000101"
"280","0.0030999999999999917","0.0030999999999999917","0.0030999999999999917"
"281","0.009000000000000008","0.009000000000000008","0.009000000000000008"
"282","0.15239999999999998","0.15239999999999998","0.15239999999999998"
"283","0.015000000000000013","0.015000000000000013","0.015000000000000013"
"284","0.04500000000000004","0.04500000000000004","0.04500000000000004"
"285","0.5615","0.5615","0.5615"
"286","0.0021999999999999797","0.0021999999999999797","0.0021999999999999797"
"287","0.14629999999999999","0.14629999999999999","0.14629999999999999"
"288","0.7867999999999999","0.7867999999999999","0.7867999999999999"
"290","0.008400000000000074","0.008400000000000074","0.008400000000000074"
"291","0.005900000000000016","0.005900000000000016","0.005900000000000016"
"292","0.039000000000000035","0.039000000000000035","0.039000000000000035"
"293","0.0026000000000000467","0.0026000000000000467","0.0026000000000000467"
"294","0.014100000000000112","0.014100000000000112","0.014100000000000112"
"295","0.007600000000000051","0.007600000000000051","0.007600000000000051"
"297","0.013000000000000012","0.013000000000000012","0.013000000000000012"
"298","0.009999999999999898","0.009999999999999898","0.009999999999999898"
"299","0.0031999999999999806","0.0031999999999999806","0.0031999999999999806"
"300","0.8642","0.8642","0.8642"
"303","0.835","0.835","0.835"
"304","0.8286","0.8286","0.8286"
"305","0.8742","0.8742","0.8742"
"306","0.7474000000000001","0.7474000000000001","0.7474000000000001"
"307","0.6008","0.6008","0.6008"
"308","0.5042","0.5042","0.5042"
"309","0.33109999999999995","0.33109999999999995","0.33109999999999995"
"310","0.0024999999999999467","0.0024999999999999467","0.0024999999999999467"
"311","0.2599","0.2599","0.2599"
"312","0.15139999999999998","0.15139999999999998","0.15139999999999998"
"313","0.17459999999999998","0.17459999999999998","0.17459999999999998"
"314","0.03500000000000003","0.03500000000000003","0.03500000000000003"
"315","0.18699999999999994","0.18699999999999994","0.18699999999999994"
"316","0.011599999999999944","0.011599999999999944","0.011599999999999944"
"317","0.0013999999999999568","0.0013999999999999568","0.0013999999999999568"
"318","0.013299999999999979","0.013299999999999979","0.013299999999999979"
"319","0.040200000000000014","0.040200000000000014","0.040200000000000014"
"320","0.017299999999999982","0.017299999999999982","0.017299999999999982"
"321","0.006100000000000105","0.006100000000000105","0.006100000000000105"
"322","0.10719999999999996","0.10719999999999996","0.10719999999999996"
"323","0.007299999999999973","0.007299999999999973","0.007299999999999973"
"324","0.0044000000000000705","0.0044000000000000705","0.0044000000000000705"
"325","0.005099999999999993","0.005099999999999993","0.005099999999999993"
"326","0.019399999999999973","0.019399999999999973","0.019399999999999973"
"327","0.02290000000000003","0.02290000000000003","0.02290000000000003"
"328","0.008199999999999985","0.008199999999999985","0.008199999999999985"
"329","0.036700000000000066","0.036700000000000066","0.036700000000000066"
"330","0.022500000000000075","0.022500000000000075","0.022500000000000075"
"331","0.01990000000000003","0.01990000000000003","0.01990000000000003"
"332","0.01870000000000005","0.01870000000000005","0.01870000000000005"
"333","0.000500000000000056","0.000500000000000056","0.000500000000000056"
"334","0.0013999999999999568","0.0013999999999999568","0.0013999999999999568"
"335","0.009299999999999975","0.009299999999999975","0.009299999999999975"
"336","0.02310000000000001","0.02310000000000001","0.02310000000000001"
"337","0.0042999999999999705","0.0042999999999999705","0.0042999999999999705"
"338","0.0022999999999999687","0.0022999999999999687","0.0022999999999999687"
"339","0.025699999999999945","0.025699999999999945","0.025699999999999945"
"340","0.0010999999999999899","0.0010999999999999899","0.0010999999999999899"
"341","0.0017000000000000348","0.0017000000000000348","0.0017000000000000348"
"342","0.03590000000000004","0.03590000000000004","0.03590000000000004"
"343","0.01200000000000001","0.01200000000000001","0.01200000000000001"
"344","0.016700000000000048","0.016700000000000048","0.016700000000000048"
"345","0.006399999999999961","0.006399999999999961","0.006399999999999961"
"346","0.020200000000000107","0.020200000000000107","0.020200000000000107"
"347","0.014499999999999957","0.014499999999999957","0.014499999999999957"
"348","0.013299999999999979","0.013299999999999979","0.013299999999999979"
"349","0.01529999999999998","0.01529999999999998","0.01529999999999998"
"350","0.10250000000000004","0.10250000000000004","0.10250000000000004"
"351","0.011199999999999988","0.011199999999999988","0.011199999999999988"
"352","0.006200000000000094","0.006200000000000094","0.006200000000000094"
"353","0.049799999999999955","0.049799999999999955","0.049799999999999955"
"354","0.008900000000000019","0.008900000000000019","0.008900000000000019"
"355","0.01189999999999991","0.01189999999999991","0.01189999999999991"
"356","0.010100000000000109","0.010100000000000109","0.010100000000000109"
"357","0.023399999999999976","0.023399999999999976","0.023399999999999976"
"358","0.0039000000000000146","0.0039000000000000146","0.0039000000000000146"
"359","0.01090000000000002","0.01090000000000002","0.01090000000000002"
"360","0.0021999999999999797","0.0021999999999999797","0.0021999999999999797"
"361","0.015999999999999903","0.015999999999999903","0.015999999999999903"
"362","0.009599999999999942","0.009599999999999942","0.009599999999999942"
"363","0.018500000000000072","0.018500000000000072","0.018500000000000072"
"364","0.030300000000000105","0.030300000000000105","0.030300000000000105"
"365","0.0016000000000000458","0.0016000000000000458","0.0016000000000000458"
"366","0.0030000000000000027","0.0030000000000000027","0.0030000000000000027"
"367","0.015199999999999991","0.015199999999999991","0.015199999999999991"
"368","0.018200000000000105","0.018200000000000105","0.018200000000000105"
"369","0.025599999999999956","0.025599999999999956","0.025599999999999956"
"370","0.03870000000000007","0.03870000000000007","0.03870000000000007"
"371","0.028099999999999903","0.028099999999999903","0.028099999999999903"
"372","0.022300000000000098","0.022300000000000098","0.022300000000000098"
"373","0.014700000000000046","0.014700000000000046","0.014700000000000046"
"374","0.02389999999999992","0.02389999999999992","0.02389999999999992"
"375","0.0008000000000000229","0.0008000000000000229","0.0008000000000000229"
"376","0.0024999999999999467","0.0024999999999999467","0.0024999999999999467"
"377","0.017100000000000004","0.017100000000000004","0.017100000000000004"
"378","0.0038999999999999035","0.0038999999999999035","0.0038999999999999035"
"379","0.025399999999999978","0.025399999999999978","0.025399999999999978"
"380","0.37139999999999995","0.37139999999999995","0.37139999999999995"
"381","0.025599999999999956","0.025599999999999956","0.025599999999999956"
"382","0.005099999999999993","0.005099999999999993","0.005099999999999993"
"383","0.0007000000000000339","0.0007000000000000339","0.0007000000000000339"
"384","0.6373","0.6373","0.6373"
"385","0.7388","0.7388","0.7388"
"386","0.015799999999999925","0.015799999999999925","0.015799999999999925"
"387","0.02189999999999992","0.02189999999999992","0.02189999999999992"
"388","0.00539999999999996","0.00539999999999996","0.00539999999999996"
"389","0.6099","0.6099","0.6099"
"390","0.03359999999999996","0.03359999999999996","0.03359999999999996"
"391","0.7626","0.7626","0.7626"
"392","0.8493999999999999","0.8493999999999999","0.8493999999999999"
"393","0.5081","0.5081","0.5081"
"394","0.3446","0.3446","0.3446"
"395","0.016099999999999892","0.016099999999999892","0.016099999999999892"
"396","0.20509999999999995","0.20509999999999995","0.20509999999999995"
"397","0.4881","0.4881","0.4881"
"398","0.13829999999999998","0.13829999999999998","0.13829999999999998"
"399","0.05369999999999997","0.05369999999999997","0.05369999999999997"
"400","0.0032999999999999696","0.0032999999999999696","0.0032999999999999696"
"401","0.04479999999999995","0.04479999999999995","0.04479999999999995"
"402","0.03539999999999999","0.03539999999999999","0.03539999999999999"
"403","0.02429999999999999","0.02429999999999999","0.02429999999999999"
"404","0.2954","0.2954","0.2954"
"405","0.03200000000000003","0.03200000000000003","0.03200000000000003"
"406","0.030200000000000005","0.030200000000000005","0.030200000000000005"
"407","0.035699999999999954","0.035699999999999954","0.035699999999999954"
"408","0.015499999999999958","0.015499999999999958","0.015499999999999958"
"409","0.011799999999999922","0.011799999999999922","0.011799999999999922"
"410","0.05020000000000002","0.05020000000000002","0.05020000000000002"
"411","0.03410000000000002","0.03410000000000002","0.03410000000000002"
"412","0.031100000000000017","0.031100000000000017","0.031100000000000017"
"413","0.01980000000000004","0.01980000000000004","0.01980000000000004"
"414","0.022699999999999942","0.022699999999999942","0.022699999999999942"
"415","0.0050000000000000044","0.0050000000000000044","0.0050000000000000044"
"416","0.16679999999999995","0.16679999999999995","0.16679999999999995"
"417","0.06610000000000005","0.06610000000000005","0.06610000000000005"
"418","0.02859999999999996","0.02859999999999996","0.02859999999999996"
"419","0.1965","0.1965","0.1965"
"420","0.09530000000000005","0.09530000000000005","0.09530000000000005"
"421","0.05379999999999996","0.05379999999999996","0.05379999999999996"
"422","0.024699999999999944","0.024699999999999944","0.024699999999999944"
"423","0.03059999999999996","0.03059999999999996","0.03059999999999996"
"424","0.02749999999999997","0.02749999999999997","0.02749999999999997"
"425","0.06999999999999995","0.06999999999999995","0.06999999999999995"
"426","0.047799999999999954","0.047799999999999954","0.047799999999999954"
"427","0.26470000000000005","0.26470000000000005","0.26470000000000005"
"428","0.014900000000000024","0.014900000000000024","0.014900000000000024"
"429","0.022800000000000042","0.022800000000000042","0.022800000000000042"
"430","0.17259999999999998","0.17259999999999998","0.17259999999999998"
"431","0.0484","0.0484","0.0484"
"432","0.03479999999999994","0.03479999999999994","0.03479999999999994"
"433","0.02939999999999998","0.02939999999999998","0.02939999999999998"
"434","0.07440000000000002","0.07440000000000002","0.07440000000000002"
"435","0.023900000000000032","0.023900000000000032","0.023900000000000032"
"436","0.09540000000000004","0.09540000000000004","0.09540000000000004"
"437","0.020100000000000007","0.020100000000000007","0.020100000000000007"
"438","0.04410000000000003","0.04410000000000003","0.04410000000000003"
"439","0.04520000000000002","0.04520000000000002","0.04520000000000002"
"440","0.057699999999999974","0.057699999999999974","0.057699999999999974"
"441","0.040100000000000025","0.040100000000000025","0.040100000000000025"
"442","0.044499999999999984","0.044499999999999984","0.044499999999999984"
"443","0.16410000000000002","0.16410000000000002","0.16410000000000002"
"444","0.02100000000000002","0.02100000000000002","0.02100000000000002"
"445","0.12280000000000002","0.12280000000000002","0.12280000000000002"
"446","0.030299999999999994","0.030299999999999994","0.030299999999999994"
"447","0.1139","0.1139","0.1139"
"448","0.09309999999999996","0.09309999999999996","0.09309999999999996"
"449","0.21650000000000003","0.21650000000000003","0.21650000000000003"
"450","0.04290000000000005","0.04290000000000005","0.04290000000000005"
"451","0.043399999999999994","0.043399999999999994","0.043399999999999994"
"452","0.008600000000000052","0.008600000000000052","0.008600000000000052"
"453","0.0341999999999999","0.0341999999999999","0.0341999999999999"
"454","0.07289999999999996","0.07289999999999996","0.07289999999999996"
"455","0.07530000000000003","0.07530000000000003","0.07530000000000003"
"456","0.049899999999999944","0.049899999999999944","0.049899999999999944"
"457","0.039000000000000035","0.039000000000000035","0.039000000000000035"
"458","0.058499999999999996","0.058499999999999996","0.058499999999999996"
"459","0.050000000000000044","0.050000000000000044","0.050000000000000044"
"460","0.19630000000000003","0.19630000000000003","0.19630000000000003"
"461","0.1987","0.1987","0.1987"
"462","0.19799999999999995","0.19799999999999995","0.19799999999999995"
"463","0.238","0.238","0.238"
"464","0.15969999999999995","0.15969999999999995","0.15969999999999995"
"465","0.054200000000000026","0.054200000000000026","0.054200000000000026"
"466","0.8341000000000001","0.8341000000000001","0.8341000000000001"
"467","0.02980000000000005","0.02980000000000005","0.02980000000000005"
"468","0.23029999999999995","0.23029999999999995","0.23029999999999995"
"469","0.04510000000000003","0.04510000000000003","0.04510000000000003"
"470","0.08619999999999994","0.08619999999999994","0.08619999999999994"
"471","0.8914","0.8914","0.8914"
"472","0.020300000000000096","0.020300000000000096","0.020300000000000096"
"473","0.0353","0.0353","0.0353"
"474","0.10699999999999998","0.10699999999999998","0.10699999999999998"
"475","0.47540000000000004","0.47540000000000004","0.47540000000000004"
"476","0.7913","0.7913","0.7913"
"477","0.6754","0.6754","0.6754"
"478","0.6642","0.6642","0.6642"
"479","0.034399999999999986","0.034399999999999986","0.034399999999999986"
"480","0.5055000000000001","0.5055000000000001","0.5055000000000001"
"481","0.03820000000000001","0.03820000000000001","0.03820000000000001"
"482","0.01870000000000005","0.01870000000000005","0.01870000000000005"
"483","0.24939999999999996","0.24939999999999996","0.24939999999999996"
"484","0.1068","0.1068","0.1068"
"485","0.12870000000000004","0.12870000000000004","0.12870000000000004"
