"Step","vital-cosmos-120 - trial_state/additional_info.rdf_score","vital-cosmos-120 - trial_state/additional_info.rdf_score__MIN","vital-cosmos-120 - trial_state/additional_info.rdf_score__MAX"
"1","15.013050198381906","15.013050198381906","15.013050198381906"
"2","14.57922535333517","14.57922535333517","14.57922535333517"
"3","14.891763832514838","14.891763832514838","14.891763832514838"
"4","15.946070462217206","15.946070462217206","15.946070462217206"
"5","14.949941376912554","14.949941376912554","14.949941376912554"
"6","15.593600656910962","15.593600656910962","15.593600656910962"
"7","15.22968362849938","15.22968362849938","15.22968362849938"
"8","15.331648811283117","15.331648811283117","15.331648811283117"
"9","15.090949518869513","15.090949518869513","15.090949518869513"
"10","15.815567906228091","15.815567906228091","15.815567906228091"
"11","13.499702732985565","13.499702732985565","13.499702732985565"
"12","14.463672038319212","14.463672038319212","14.463672038319212"
"13","14.648332343232386","14.648332343232386","14.648332343232386"
"14","13.450055827668411","13.450055827668411","13.450055827668411"
"15","12.772256789783393","12.772256789783393","12.772256789783393"
"16","13.995715033354886","13.995715033354886","13.995715033354886"
"17","13.426606847094392","13.426606847094392","13.426606847094392"
"18","13.999721830295487","13.999721830295487","13.999721830295487"
"19","14.317884650149198","14.317884650149198","14.317884650149198"
"20","12.269312335740784","12.269312335740784","12.269312335740784"
"21","12.317390348367264","12.317390348367264","12.317390348367264"
"22","13.170450563977452","13.170450563977452","13.170450563977452"
"23","11.711294784685592","11.711294784685592","11.711294784685592"
"24","12.742043216879427","12.742043216879427","12.742043216879427"
"25","11.320018206328028","11.320018206328028","11.320018206328028"
"26","11.624252330568748","11.624252330568748","11.624252330568748"
"27","10.198701524517816","10.198701524517816","10.198701524517816"
"28","10.674580896880121","10.674580896880121","10.674580896880121"
"29","11.9063585552343","11.9063585552343","11.9063585552343"
"30","10.97912525989416","10.97912525989416","10.97912525989416"
"31","9.810276362340053","9.810276362340053","9.810276362340053"
"32","10.3565184901979","10.3565184901979","10.3565184901979"
"33","10.319908627001016","10.319908627001016","10.319908627001016"
"34","9.416242544759879","9.416242544759879","9.416242544759879"
"35","10.921536006811039","10.921536006811039","10.921536006811039"
"36","9.323873122729577","9.323873122729577","9.323873122729577"
"37","9.05560104842445","9.05560104842445","9.05560104842445"
"38","9.376020761510983","9.376020761510983","9.376020761510983"
"39","9.450250788876717","9.450250788876717","9.450250788876717"
"40","9.637926256158947","9.637926256158947","9.637926256158947"
"41","9.91343168877579","9.91343168877579","9.91343168877579"
"42","9.187999084157878","9.187999084157878","9.187999084157878"
"43","9.618771173428184","9.618771173428184","9.618771173428184"
"44","9.550626740836123","9.550626740836123","9.550626740836123"
"45","9.017518840198006","9.017518840198006","9.017518840198006"
"46","9.237781979857665","9.237781979857665","9.237781979857665"
"47","6.497402767256313","6.497402767256313","6.497402767256313"
"48","6.432941125683726","6.432941125683726","6.432941125683726"
"49","8.881377260305522","8.881377260305522","8.881377260305522"
"50","9.601089823996752","9.601089823996752","9.601089823996752"
"51","9.195403162162275","9.195403162162275","9.195403162162275"
"52","3.6581611731274224","3.6581611731274224","3.6581611731274224"
"53","7.927602937971981","7.927602937971981","7.927602937971981"
"54","4.960918451892048","4.960918451892048","4.960918451892048"
"55","8.389579121113288","8.389579121113288","8.389579121113288"
"56","8.455421750855542","8.455421750855542","8.455421750855542"
"57","8.418509937574346","8.418509937574346","8.418509937574346"
"58","8.086722742617741","8.086722742617741","8.086722742617741"
"59","5.6574661815994975","5.6574661815994975","5.6574661815994975"
"60","3.2006857671327253","3.2006857671327253","3.2006857671327253"
"61","7.303186730889948","7.303186730889948","7.303186730889948"
"62","8.257680720062748","8.257680720062748","8.257680720062748"
"63","8.060801894495732","8.060801894495732","8.060801894495732"
"64","7.924737823907488","7.924737823907488","7.924737823907488"
"65","3.1892719536902154","3.1892719536902154","3.1892719536902154"
"66","5.5611712741453125","5.5611712741453125","5.5611712741453125"
"67","8.67374115487729","8.67374115487729","8.67374115487729"
"68","8.375300745397983","8.375300745397983","8.375300745397983"
"69","6.182741310450729","6.182741310450729","6.182741310450729"
"70","5.76768918819253","5.76768918819253","5.76768918819253"
"71","5.3756735447190245","5.3756735447190245","5.3756735447190245"
"72","6.164619636748888","6.164619636748888","6.164619636748888"
"73","4.753102117145602","4.753102117145602","4.753102117145602"
"74","6.546408381751401","6.546408381751401","6.546408381751401"
"75","6.514199095131496","6.514199095131496","6.514199095131496"
"76","8.02265447337214","8.02265447337214","8.02265447337214"
"77","5.139036070638832","5.139036070638832","5.139036070638832"
"78","8.478162079300796","8.478162079300796","8.478162079300796"
"79","4.467205530813083","4.467205530813083","4.467205530813083"
"80","5.959571567146165","5.959571567146165","5.959571567146165"
"81","15.863458801872811","15.863458801872811","15.863458801872811"
"82","15.329273609722053","15.329273609722053","15.329273609722053"
"83","15.110554037760894","15.110554037760894","15.110554037760894"
"84","15.421867681852774","15.421867681852774","15.421867681852774"
"85","12.874889956229024","12.874889956229024","12.874889956229024"
"86","14.585676002869219","14.585676002869219","14.585676002869219"
"87","11.000774965722824","11.000774965722824","11.000774965722824"
"88","13.78238487614172","13.78238487614172","13.78238487614172"
"89","14.341444022989107","14.341444022989107","14.341444022989107"
"90","9.002140304340408","9.002140304340408","9.002140304340408"
"91","14.257071413282217","14.257071413282217","14.257071413282217"
"92","12.919199782440398","12.919199782440398","12.919199782440398"
"93","11.087962331560972","11.087962331560972","11.087962331560972"
"94","11.964692158413227","11.964692158413227","11.964692158413227"
"95","11.137113800003661","11.137113800003661","11.137113800003661"
"96","15.264770253770838","15.264770253770838","15.264770253770838"
"97","14.607590238357934","14.607590238357934","14.607590238357934"
"98","10.456372689468896","10.456372689468896","10.456372689468896"
"99","11.030842968932065","11.030842968932065","11.030842968932065"
"100","15.624508220421275","15.624508220421275","15.624508220421275"
"101","9.397165896078775","9.397165896078775","9.397165896078775"
"102","10.72508691531402","10.72508691531402","10.72508691531402"
"103","10.216504794756132","10.216504794756132","10.216504794756132"
"104","8.399955511991894","8.399955511991894","8.399955511991894"
"105","9.50924581150498","9.50924581150498","9.50924581150498"
"106","9.376820021375798","9.376820021375798","9.376820021375798"
"107","15.347595113216663","15.347595113216663","15.347595113216663"
"108","8.825394037648234","8.825394037648234","8.825394037648234"
"109","9.531393797798936","9.531393797798936","9.531393797798936"
"110","9.730211624730368","9.730211624730368","9.730211624730368"
"111","9.989686941661684","9.989686941661684","9.989686941661684"
"112","8.896269146800696","8.896269146800696","8.896269146800696"
"113","13.531322281734221","13.531322281734221","13.531322281734221"
"114","9.48859155097415","9.48859155097415","9.48859155097415"
"115","8.707788805115108","8.707788805115108","8.707788805115108"
"116","12.353291310415374","12.353291310415374","12.353291310415374"
"117","9.559363934948026","9.559363934948026","9.559363934948026"
"118","9.685515659892507","9.685515659892507","9.685515659892507"
"119","3.596611941544709","3.596611941544709","3.596611941544709"
"120","8.171236006966815","8.171236006966815","8.171236006966815"
"121","7.749927471770171","7.749927471770171","7.749927471770171"
"122","5.345854143268501","5.345854143268501","5.345854143268501"
"123","11.670296199113672","11.670296199113672","11.670296199113672"
"124","9.336625463943008","9.336625463943008","9.336625463943008"
"125","8.640219871282964","8.640219871282964","8.640219871282964"
"126","8.95780047552679","8.95780047552679","8.95780047552679"
"127","12.803414674852409","12.803414674852409","12.803414674852409"
"128","7.985815748609906","7.985815748609906","7.985815748609906"
"129","8.047917588509712","8.047917588509712","8.047917588509712"
"130","8.46913846529132","8.46913846529132","8.46913846529132"
"131","7.996513750823417","7.996513750823417","7.996513750823417"
"132","7.3331260170530275","7.3331260170530275","7.3331260170530275"
"133","8.736005110048184","8.736005110048184","8.736005110048184"
"134","8.55874753858215","8.55874753858215","8.55874753858215"
"135","9.583066999186013","9.583066999186013","9.583066999186013"
"136","8.912641758768217","8.912641758768217","8.912641758768217"
"137","9.258929514723826","9.258929514723826","9.258929514723826"
"138","9.116327526053132","9.116327526053132","9.116327526053132"
"139","9.390713125868185","9.390713125868185","9.390713125868185"
"140","5.719959764515569","5.719959764515569","5.719959764515569"
"141","5.71500352117818","5.71500352117818","5.71500352117818"
"142","6.814935193765308","6.814935193765308","6.814935193765308"
