"Step","vital-cosmos-120 - trial_state/config.vdw_b","vital-cosmos-120 - trial_state/config.vdw_b__MIN","vital-cosmos-120 - trial_state/config.vdw_b__MAX"
"129","703.7107572647644","703.7107572647644","703.7107572647644"
"130","738.4183585457782","738.4183585457782","738.4183585457782"
"131","765.4872769434994","765.4872769434994","765.4872769434994"
"132","768.1491380227942","768.1491380227942","768.1491380227942"
"133","781.0822417875731","781.0822417875731","781.0822417875731"
"134","735.6959011931","735.6959011931","735.6959011931"
"135","774.5442066143728","774.5442066143728","774.5442066143728"
"136","769.7652930532388","769.7652930532388","769.7652930532388"
"137","773.8844985865371","773.8844985865371","773.8844985865371"
"138","790.3376723463789","790.3376723463789","790.3376723463789"
"139","777.8626752964416","777.8626752964416","777.8626752964416"
"140","647.0336616522538","647.0336616522538","647.0336616522538"
"141","779.9110713164139","779.9110713164139","779.9110713164139"
"142","774.365372228785","774.365372228785","774.365372228785"
"143","771.5819579281082","771.5819579281082","771.5819579281082"
"144","612.8574519719517","612.8574519719517","612.8574519719517"
"145","605.4061020091992","605.4061020091992","605.4061020091992"
"146","626.5730327764727","626.5730327764727","626.5730327764727"
"147","618.3840038208148","618.3840038208148","618.3840038208148"
"148","609.357776181491","609.357776181491","609.357776181491"
"149","729.7394708535244","729.7394708535244","729.7394708535244"
"150","657.1017843948727","657.1017843948727","657.1017843948727"
"151","668.7470622049535","668.7470622049535","668.7470622049535"
"152","660.8834175608752","660.8834175608752","660.8834175608752"
"153","621.741969298471","621.741969298471","621.741969298471"
"154","650.295223124346","650.295223124346","650.295223124346"
"155","626.9450915686824","626.9450915686824","626.9450915686824"
"156","636.7022520773214","636.7022520773214","636.7022520773214"
"157","630.722631228019","630.722631228019","630.722631228019"
"158","630.0901454534627","630.0901454534627","630.0901454534627"
"159","634.8319839687156","634.8319839687156","634.8319839687156"
"160","630.0294135770296","630.0294135770296","630.0294135770296"
"161","650.7006361989881","650.7006361989881","650.7006361989881"
"162","647.03273034984","647.03273034984","647.03273034984"
"163","617.2904853058676","617.2904853058676","617.2904853058676"
"164","733.8509182434859","733.8509182434859","733.8509182434859"
"165","658.2504611739658","658.2504611739658","658.2504611739658"
"166","668.4333257511123","668.4333257511123","668.4333257511123"
"167","621.7465613866971","621.7465613866971","621.7465613866971"
"168","622.7219783770346","622.7219783770346","622.7219783770346"
"169","617.7912040320612","617.7912040320612","617.7912040320612"
"170","618.9246632536343","618.9246632536343","618.9246632536343"
"171","657.2776867289964","657.2776867289964","657.2776867289964"
"172","633.9329899676948","633.9329899676948","633.9329899676948"
"173","653.7143648951537","653.7143648951537","653.7143648951537"
"174","664.3193310733155","664.3193310733155","664.3193310733155"
"175","624.33152922319","624.33152922319","624.33152922319"
"176","623.9082942537796","623.9082942537796","623.9082942537796"
"177","622.7219783770346","622.7219783770346","622.7219783770346"
"178","622.7865413935334","622.7865413935334","622.7865413935334"
"179","624.2183249002117","624.2183249002117","624.2183249002117"
"180","620.7558615698786","620.7558615698786","620.7558615698786"
"181","688.6171997637607","688.6171997637607","688.6171997637607"
"182","615.843676753491","615.843676753491","615.843676753491"
"183","604.608686197705","604.608686197705","604.608686197705"
"184","799.8684297258698","799.8684297258698","799.8684297258698"
"185","618.4747497665023","618.4747497665023","618.4747497665023"
"186","609.357776181491","609.357776181491","609.357776181491"
"187","608.9022726671639","608.9022726671639","608.9022726671639"
"188","617.8950390499118","617.8950390499118","617.8950390499118"
"189","623.3016775290453","623.3016775290453","623.3016775290453"
"190","613.4456271369553","613.4456271369553","613.4456271369553"
"191","661.0515518428837","661.0515518428837","661.0515518428837"
"192","617.7912040320612","617.7912040320612","617.7912040320612"
"193","612.8574519719517","612.8574519719517","612.8574519719517"
"194","622.6360309914708","622.6360309914708","622.6360309914708"
"195","632.8728913915432","632.8728913915432","632.8728913915432"
"196","622.8903417531957","622.8903417531957","622.8903417531957"
"197","647.8819163875204","647.8819163875204","647.8819163875204"
"198","778.3969899821827","778.3969899821827","778.3969899821827"
"199","642.3402601455242","642.3402601455242","642.3402601455242"
"200","614.350316165806","614.350316165806","614.350316165806"
"201","656.8993199657597","656.8993199657597","656.8993199657597"
"202","650.7006361989881","650.7006361989881","650.7006361989881"
"203","623.9082942537796","623.9082942537796","623.9082942537796"
"204","667.0050890517097","667.0050890517097","667.0050890517097"
"205","645.8049438532081","645.8049438532081","645.8049438532081"
"206","645.2082582143046","645.2082582143046","645.2082582143046"
"207","632.8728913915432","632.8728913915432","632.8728913915432"
"208","626.1310031855519","626.1310031855519","626.1310031855519"
"209","621.3481037751214","621.3481037751214","621.3481037751214"
"210","690.5008214215565","690.5008214215565","690.5008214215565"
"211","618.2849636814385","618.2849636814385","618.2849636814385"
"212","623.930685038439","623.930685038439","623.930685038439"
"213","622.5104272547514","622.5104272547514","622.5104272547514"
"214","729.1069942531117","729.1069942531117","729.1069942531117"
"215","630.1689931026735","630.1689931026735","630.1689931026735"
"216","623.7292975741617","623.7292975741617","623.7292975741617"
"217","615.8268194423915","615.8268194423915","615.8268194423915"
"218","624.0913945069364","624.0913945069364","624.0913945069364"
"219","624.33152922319","624.33152922319","624.33152922319"
"220","625.3729573094587","625.3729573094587","625.3729573094587"
"221","623.2209202025841","623.2209202025841","623.2209202025841"
"222","686.9641416725569","686.9641416725569","686.9641416725569"
"223","667.7416692208346","667.7416692208346","667.7416692208346"
"224","646.281069641854","646.281069641854","646.281069641854"
"225","656.4169820291821","656.4169820291821","656.4169820291821"
"226","612.0606945699571","612.0606945699571","612.0606945699571"
"227","617.5415297152184","617.5415297152184","617.5415297152184"
"228","622.8903417531957","622.8903417531957","622.8903417531957"
"229","623.6043546277531","623.6043546277531","623.6043546277531"
"230","651.686910973433","651.686910973433","651.686910973433"
"231","665.3393238199977","665.3393238199977","665.3393238199977"
"232","659.9254210197629","659.9254210197629","659.9254210197629"
"233","618.2861248232931","618.2861248232931","618.2861248232931"
"234","616.6619123063749","616.6619123063749","616.6619123063749"
"235","620.1405241228662","620.1405241228662","620.1405241228662"
"236","612.7448641408399","612.7448641408399","612.7448641408399"
"237","741.3771624976785","741.3771624976785","741.3771624976785"
"238","601.406693012684","601.406693012684","601.406693012684"
"239","605.3484834159368","605.3484834159368","605.3484834159368"
"240","617.2235929386345","617.2235929386345","617.2235929386345"
"241","666.6622088803538","666.6622088803538","666.6622088803538"
"242","602.0768886943227","602.0768886943227","602.0768886943227"
"243","612.0190365941447","612.0190365941447","612.0190365941447"
"244","612.3537223407093","612.3537223407093","612.3537223407093"
"245","612.3291854973256","612.3291854973256","612.3291854973256"
"246","614.2997388033938","614.2997388033938","614.2997388033938"
"247","619.6569904599927","619.6569904599927","619.6569904599927"
"248","740.8893075538722","740.8893075538722","740.8893075538722"
"249","626.4450156955908","626.4450156955908","626.4450156955908"
"250","629.4031404305172","629.4031404305172","629.4031404305172"
"251","673.6178915027958","673.6178915027958","673.6178915027958"
"252","601.5999682810182","601.5999682810182","601.5999682810182"
"253","682.1381359325255","682.1381359325255","682.1381359325255"
"254","604.018183735785","604.018183735785","604.018183735785"
"255","759.6857115009072","759.6857115009072","759.6857115009072"
"256","633.5994865786043","633.5994865786043","633.5994865786043"
"257","601.1957536023301","601.1957536023301","601.1957536023301"
"258","616.6620299664123","616.6620299664123","616.6620299664123"
"259","608.8344277785573","608.8344277785573","608.8344277785573"
"260","612.0190365941447","612.0190365941447","612.0190365941447"
"261","694.9091471957108","694.9091471957108","694.9091471957108"
"262","678.7819787762315","678.7819787762315","678.7819787762315"
"263","605.4558118581505","605.4558118581505","605.4558118581505"
"264","603.5808589194194","603.5808589194194","603.5808589194194"
"265","602.4960617247692","602.4960617247692","602.4960617247692"
"266","625.6233388317936","625.6233388317936","625.6233388317936"
"267","629.2988615139361","629.2988615139361","629.2988615139361"
"268","627.9546779240608","627.9546779240608","627.9546779240608"
"269","624.7927307799094","624.7927307799094","624.7927307799094"
"270","624.5872484359884","624.5872484359884","624.5872484359884"
"271","628.5888492788492","628.5888492788492","628.5888492788492"
"272","629.7896390053453","629.7896390053453","629.7896390053453"
"273","629.4633143305119","629.4633143305119","629.4633143305119"
"274","750.1208145568053","750.1208145568053","750.1208145568053"
"275","610.8132841616841","610.8132841616841","610.8132841616841"
"276","602.9489202549242","602.9489202549242","602.9489202549242"
"277","613.1192890270736","613.1192890270736","613.1192890270736"
"278","636.3167539677191","636.3167539677191","636.3167539677191"
"279","630.0965003173447","630.0965003173447","630.0965003173447"
"280","728.9964183059333","728.9964183059333","728.9964183059333"
"281","613.094804680019","613.094804680019","613.094804680019"
"282","631.2971678526161","631.2971678526161","631.2971678526161"
"283","634.647612795205","634.647612795205","634.647612795205"
"284","624.8207878783462","624.8207878783462","624.8207878783462"
"285","680.4133069354567","680.4133069354567","680.4133069354567"
"286","751.8437160342352","751.8437160342352","751.8437160342352"
"287","737.2566876955945","737.2566876955945","737.2566876955945"
"288","639.8653528183793","639.8653528183793","639.8653528183793"
"289","642.8142074527976","642.8142074527976","642.8142074527976"
"290","621.741969298471","621.741969298471","621.741969298471"
"291","620.887537763663","620.887537763663","620.887537763663"
"292","619.8256953869376","619.8256953869376","619.8256953869376"
"293","620.8843149240881","620.8843149240881","620.8843149240881"
"294","619.7770472495749","619.7770472495749","619.7770472495749"
"295","620.3953033941881","620.3953033941881","620.3953033941881"
"296","751.2728907839607","751.2728907839607","751.2728907839607"
"297","620.9179128563296","620.9179128563296","620.9179128563296"
"298","627.7702135404802","627.7702135404802","627.7702135404802"
"299","628.4482963089531","628.4482963089531","628.4482963089531"
"300","626.5031497814658","626.5031497814658","626.5031497814658"
"301","678.6112974248488","678.6112974248488","678.6112974248488"
"302","696.0273144162103","696.0273144162103","696.0273144162103"
"303","634.7769613558879","634.7769613558879","634.7769613558879"
"304","785.4374237136983","785.4374237136983","785.4374237136983"
"305","626.5391642570876","626.5391642570876","626.5391642570876"
"306","780.0429706298216","780.0429706298216","780.0429706298216"
"307","714.708234530284","714.708234530284","714.708234530284"
"308","600.9885957937862","600.9885957937862","600.9885957937862"
"309","601.1957536023301","601.1957536023301","601.1957536023301"
"310","600.5325958880915","600.5325958880915","600.5325958880915"
"311","601.852998759833","601.852998759833","601.852998759833"
"312","745.9027659708647","745.9027659708647","745.9027659708647"
"313","727.0146920884416","727.0146920884416","727.0146920884416"
"314","600.8892956903748","600.8892956903748","600.8892956903748"
"315","643.1511406092706","643.1511406092706","643.1511406092706"
"316","600.0536679925009","600.0536679925009","600.0536679925009"
"317","600.4665225645945","600.4665225645945","600.4665225645945"
"318","600.1490448727872","600.1490448727872","600.1490448727872"
"319","601.4757676297128","601.4757676297128","601.4757676297128"
"320","600.860485292571","600.860485292571","600.860485292571"
"321","600.4123381041812","600.4123381041812","600.4123381041812"
"322","725.5458180795702","725.5458180795702","725.5458180795702"
"323","600.860485292571","600.860485292571","600.860485292571"
"324","600.1903022912644","600.1903022912644","600.1903022912644"
"325","600.860485292571","600.860485292571","600.860485292571"
"326","600.6381849524416","600.6381849524416","600.6381849524416"
"327","601.2437463877707","601.2437463877707","601.2437463877707"
"328","601.2390740620413","601.2390740620413","601.2390740620413"
"329","600.8257824819807","600.8257824819807","600.8257824819807"
"330","600.5670375193118","600.5670375193118","600.5670375193118"
"331","600.2433233673701","600.2433233673701","600.2433233673701"
"332","600.2433233673701","600.2433233673701","600.2433233673701"
"333","600.0536679925009","600.0536679925009","600.0536679925009"
"334","600.1149533639667","600.1149533639667","600.1149533639667"
"335","680.5450651188977","680.5450651188977","680.5450651188977"
"336","600.2696682757476","600.2696682757476","600.2696682757476"
"337","600.9898117741369","600.9898117741369","600.9898117741369"
"338","601.0671194618471","601.0671194618471","601.0671194618471"
"339","600.4123381041812","600.4123381041812","600.4123381041812"
"340","600.4123381041812","600.4123381041812","600.4123381041812"
"341","601.2390740620413","601.2390740620413","601.2390740620413"
"342","600.8012227476167","600.8012227476167","600.8012227476167"
"343","600.2142982108124","600.2142982108124","600.2142982108124"
"344","657.5660466440627","657.5660466440627","657.5660466440627"
"345","600.8892956903748","600.8892956903748","600.8892956903748"
"346","600.1490448727872","600.1490448727872","600.1490448727872"
"347","600.2321845596157","600.2321845596157","600.2321845596157"
"348","600.1345464114081","600.1345464114081","600.1345464114081"
"349","601.2437463877707","601.2437463877707","601.2437463877707"
"350","747.5455101205208","747.5455101205208","747.5455101205208"
"351","601.4610320522709","601.4610320522709","601.4610320522709"
"352","601.0910511212742","601.0910511212742","601.0910511212742"
"353","601.9629510098347","601.9629510098347","601.9629510098347"
"354","625.1861019765087","625.1861019765087","625.1861019765087"
"355","628.5832855801042","628.5832855801042","628.5832855801042"
"356","600.3155246467215","600.3155246467215","600.3155246467215"
"357","600.1345464114081","600.1345464114081","600.1345464114081"
"358","601.6600505680954","601.6600505680954","601.6600505680954"
"359","626.3997963318022","626.3997963318022","626.3997963318022"
"360","600.8119615163569","600.8119615163569","600.8119615163569"
"361","600.3747644160079","600.3747644160079","600.3747644160079"
"362","600.8257824819807","600.8257824819807","600.8257824819807"
"363","601.5870629452442","601.5870629452442","601.5870629452442"
"364","653.0706655330509","653.0706655330509","653.0706655330509"
"365","600.7618102464548","600.7618102464548","600.7618102464548"
"366","600.9367509148874","600.9367509148874","600.9367509148874"
"367","600.8119615163569","600.8119615163569","600.8119615163569"
"368","600.860485292571","600.860485292571","600.860485292571"
"369","601.2891919299756","601.2891919299756","601.2891919299756"
"370","649.5487665999411","649.5487665999411","649.5487665999411"
"371","600.8892956903748","600.8892956903748","600.8892956903748"
"372","601.4946781212135","601.4946781212135","601.4946781212135"
"373","600.2321845596157","600.2321845596157","600.2321845596157"
"374","600.3155246467215","600.3155246467215","600.3155246467215"
"375","600.0028739464502","600.0028739464502","600.0028739464502"
"376","601.0827646213578","601.0827646213578","601.0827646213578"
"377","628.0718955678664","628.0718955678664","628.0718955678664"
"378","601.5020646485708","601.5020646485708","601.5020646485708"
"379","723.0919767842737","723.0919767842737","723.0919767842737"
"380","631.7967862052683","631.7967862052683","631.7967862052683"
"381","600.860485292571","600.860485292571","600.860485292571"
"382","600.2321845596157","600.2321845596157","600.2321845596157"
"383","601.6929632131069","601.6929632131069","601.6929632131069"
"384","727.1984464549398","727.1984464549398","727.1984464549398"
"385","619.5062467272736","619.5062467272736","619.5062467272736"
"386","600.3112801253945","600.3112801253945","600.3112801253945"
"387","601.344367008505","601.344367008505","601.344367008505"
"388","600.6393436718092","600.6393436718092","600.6393436718092"
"389","758.5969167657254","758.5969167657254","758.5969167657254"
"390","601.1728390706404","601.1728390706404","601.1728390706404"
"391","615.8988408702252","615.8988408702252","615.8988408702252"
"392","605.03901140868","605.03901140868","605.03901140868"
"393","626.1150587250877","626.1150587250877","626.1150587250877"
"394","741.2129925124605","741.2129925124605","741.2129925124605"
"395","601.7223576769464","601.7223576769464","601.7223576769464"
"396","668.4799938087958","668.4799938087958","668.4799938087958"
"397","600.0222635871944","600.0222635871944","600.0222635871944"
"398","666.7721911973754","666.7721911973754","666.7721911973754"
"399","601.3547968564604","601.3547968564604","601.3547968564604"
"400","600.7561311831965","600.7561311831965","600.7561311831965"
"401","601.6674024767824","601.6674024767824","601.6674024767824"
"402","601.5304978944633","601.5304978944633","601.5304978944633"
"403","600.7056847997292","600.7056847997292","600.7056847997292"
"404","747.4481678844438","747.4481678844438","747.4481678844438"
"405","773.6039590073892","773.6039590073892","773.6039590073892"
"406","600.3417297802378","600.3417297802378","600.3417297802378"
"407","604.0271159435372","604.0271159435372","604.0271159435372"
"408","600.2003852042079","600.2003852042079","600.2003852042079"
"409","672.3150638414843","672.3150638414843","672.3150638414843"
"410","600.7060493964672","600.7060493964672","600.7060493964672"
"411","601.6600505680954","601.6600505680954","601.6600505680954"
"412","601.6591176920343","601.6591176920343","601.6591176920343"
"413","772.6746758936788","772.6746758936788","772.6746758936788"
"414","601.5237873885927","601.5237873885927","601.5237873885927"
"415","604.8465104078088","604.8465104078088","604.8465104078088"
"416","782.2871612708773","782.2871612708773","782.2871612708773"
"417","601.9280140469742","601.9280140469742","601.9280140469742"
"418","601.4732242115407","601.4732242115407","601.4732242115407"
"419","600.0696005780823","600.0696005780823","600.0696005780823"
"420","600.0619800235252","600.0619800235252","600.0619800235252"
"421","601.3998970013772","601.3998970013772","601.3998970013772"
"422","603.2292819576244","603.2292819576244","603.2292819576244"
"423","605.0207040845554","605.0207040845554","605.0207040845554"
"424","601.5304978944633","601.5304978944633","601.5304978944633"
"425","600.0371318403012","600.0371318403012","600.0371318403012"
"426","601.4107449850213","601.4107449850213","601.4107449850213"
"427","600.0536679925009","600.0536679925009","600.0536679925009"
"428","601.4107449850213","601.4107449850213","601.4107449850213"
"429","601.8050574485005","601.8050574485005","601.8050574485005"
"430","600.0024168831053","600.0024168831053","600.0024168831053"
"431","600.0536679925009","600.0536679925009","600.0536679925009"
"432","604.6031243879478","604.6031243879478","604.6031243879478"
"433","601.8324804300556","601.8324804300556","601.8324804300556"
"434","600.0801994672661","600.0801994672661","600.0801994672661"
"435","600.0038954847284","600.0038954847284","600.0038954847284"
"436","600.0536679925009","600.0536679925009","600.0536679925009"
"437","715.2461255038314","715.2461255038314","715.2461255038314"
"438","600.0266649353683","600.0266649353683","600.0266649353683"
"439","600.016987421208","600.016987421208","600.016987421208"
"440","600.0558513098814","600.0558513098814","600.0558513098814"
"441","600.0536679925009","600.0536679925009","600.0536679925009"
"442","600.0266649353683","600.0266649353683","600.0266649353683"
"443","646.9441635736265","646.9441635736265","646.9441635736265"
"444","600.0266649353683","600.0266649353683","600.0266649353683"
"445","600.0536679925009","600.0536679925009","600.0536679925009"
"446","600.0073940668708","600.0073940668708","600.0073940668708"
"447","600.0536679925009","600.0536679925009","600.0536679925009"
"448","600.0471551468689","600.0471551468689","600.0471551468689"
"449","600.016987421208","600.016987421208","600.016987421208"
"450","600.0274258149802","600.0274258149802","600.0274258149802"
"451","600.0115657368002","600.0115657368002","600.0115657368002"
"452","600.0536679925009","600.0536679925009","600.0536679925009"
"453","697.5250077165293","697.5250077165293","697.5250077165293"
"454","600.0266649353683","600.0266649353683","600.0266649353683"
"455","600.016987421208","600.016987421208","600.016987421208"
"456","600.0558513098814","600.0558513098814","600.0558513098814"
"457","600.0038954847284","600.0038954847284","600.0038954847284"
"458","600.0536679925009","600.0536679925009","600.0536679925009"
"459","600.0536679925009","600.0536679925009","600.0536679925009"
"460","600.0038954847284","600.0038954847284","600.0038954847284"
"461","600.0801994672661","600.0801994672661","600.0801994672661"
"462","600.0696005780823","600.0696005780823","600.0696005780823"
"463","600.0266649353683","600.0266649353683","600.0266649353683"
"464","600.0536679925009","600.0536679925009","600.0536679925009"
"465","600.0558513098814","600.0558513098814","600.0558513098814"
"466","791.2315528900483","791.2315528900483","791.2315528900483"
"467","600.0536679925009","600.0536679925009","600.0536679925009"
"468","600.0536679925009","600.0536679925009","600.0536679925009"
"469","600.0536679925009","600.0536679925009","600.0536679925009"
"470","600.0115657368002","600.0115657368002","600.0115657368002"
"471","632.6242310558081","632.6242310558081","632.6242310558081"
"472","795.2460392839978","795.2460392839978","795.2460392839978"
"473","600.0466431659219","600.0466431659219","600.0466431659219"
"474","718.5782206912843","718.5782206912843","718.5782206912843"
"475","600.0115657368002","600.0115657368002","600.0115657368002"
"476","771.8193058633433","771.8193058633433","771.8193058633433"
"477","793.0613002523761","793.0613002523761","793.0613002523761"
"478","621.266453367644","621.266453367644","621.266453367644"
"479","600.0073940668708","600.0073940668708","600.0073940668708"
"480","751.2122251614368","751.2122251614368","751.2122251614368"
"481","600.0605613707562","600.0605613707562","600.0605613707562"
"482","600.0466431659219","600.0466431659219","600.0466431659219"
"483","659.784491593135","659.784491593135","659.784491593135"
"484","600.1074491685348","600.1074491685348","600.1074491685348"
"485","600.1949535773273","600.1949535773273","600.1949535773273"
"486","600.0536679925009","600.0536679925009","600.0536679925009"
"487","600.0558513098814","600.0558513098814","600.0558513098814"
"488","693.4678361873462","693.4678361873462","693.4678361873462"
"489","795.5053136773412","795.5053136773412","795.5053136773412"
"490","600.0115657368002","600.0115657368002","600.0115657368002"
"491","600.0466431659219","600.0466431659219","600.0466431659219"
"492","600.0266649353683","600.0266649353683","600.0266649353683"
"493","600.0266649353683","600.0266649353683","600.0266649353683"
"494","600.0605613707562","600.0605613707562","600.0605613707562"
"495","622.9588441894771","622.9588441894771","622.9588441894771"
"496","600.0371115138304","600.0371115138304","600.0371115138304"
"497","600.0038954847284","600.0038954847284","600.0038954847284"
"498","600.0536679925009","600.0536679925009","600.0536679925009"
"499","600.1228015841175","600.1228015841175","600.1228015841175"
