"Step","vital-cosmos-120 - trial_state/config.scale_p","vital-cosmos-120 - trial_state/config.scale_p__MIN","vital-cosmos-120 - trial_state/config.scale_p__MAX"
"1","1.1032828646712005","1.1032828646712005","1.1032828646712005"
"2","1.1617254121229053","1.1617254121229053","1.1617254121229053"
"3","1.1490636910311878","1.1490636910311878","1.1490636910311878"
"4","0.847382381092757","0.847382381092757","0.847382381092757"
"5","1.2302205972373486","1.2302205972373486","1.2302205972373486"
"6","1.0176564026623964","1.0176564026623964","1.0176564026623964"
"7","1.0947811766527593","1.0947811766527593","1.0947811766527593"
"8","1.1692807981744409","1.1692807981744409","1.1692807981744409"
"9","1.1778354233239938","1.1778354233239938","1.1778354233239938"
"10","1.0906716460147527","1.0906716460147527","1.0906716460147527"
"11","1.0816437402114498","1.0816437402114498","1.0816437402114498"
"12","0.7662463299930096","0.7662463299930096","0.7662463299930096"
"13","1.0900313751772046","1.0900313751772046","1.0900313751772046"
"14","1.026710190876906","1.026710190876906","1.026710190876906"
"15","0.9775718320161104","0.9775718320161104","0.9775718320161104"
"16","0.9874079992772707","0.9874079992772707","0.9874079992772707"
"17","1.0777464024722576","1.0777464024722576","1.0777464024722576"
"18","1.217091175261885","1.217091175261885","1.217091175261885"
"19","0.9132585125043988","0.9132585125043988","0.9132585125043988"
"20","0.9004602893255651","0.9004602893255651","0.9004602893255651"
"21","1.1410238198004663","1.1410238198004663","1.1410238198004663"
"22","0.9572445363737643","0.9572445363737643","0.9572445363737643"
"23","0.965802249033004","0.965802249033004","0.965802249033004"
"24","1.0460662157274783","1.0460662157274783","1.0460662157274783"
"25","0.9109941519959839","0.9109941519959839","0.9109941519959839"
"26","1.1357795209623873","1.1357795209623873","1.1357795209623873"
"27","1.2352284183725715","1.2352284183725715","1.2352284183725715"
"28","1.2221158798784018","1.2221158798784018","1.2221158798784018"
"29","1.0262153074145317","1.0262153074145317","1.0262153074145317"
"30","0.842312972061336","0.842312972061336","0.842312972061336"
"31","1.0829983642324805","1.0829983642324805","1.0829983642324805"
"32","1.0389683512039483","1.0389683512039483","1.0389683512039483"
"33","1.1925521357916296","1.1925521357916296","1.1925521357916296"
"34","1.1779430974274874","1.1779430974274874","1.1779430974274874"
"35","0.8934284704737365","0.8934284704737365","0.8934284704737365"
"36","0.9472342764007513","0.9472342764007513","0.9472342764007513"
"37","0.7738582249730825","0.7738582249730825","0.7738582249730825"
"38","0.9704751595854759","0.9704751595854759","0.9704751595854759"
"39","1.0591052318923175","1.0591052318923175","1.0591052318923175"
"40","0.7945465822704136","0.7945465822704136","0.7945465822704136"
"41","0.8342738160863519","0.8342738160863519","0.8342738160863519"
"42","1.2422604160383344","1.2422604160383344","1.2422604160383344"
"43","1.130079856601027","1.130079856601027","1.130079856601027"
"44","0.9310919650456435","0.9310919650456435","0.9310919650456435"
"45","0.9449235047213733","0.9449235047213733","0.9449235047213733"
"46","1.1865009889006615","1.1865009889006615","1.1865009889006615"
"47","0.9947718484327197","0.9947718484327197","0.9947718484327197"
"48","0.8845202405937016","0.8845202405937016","0.8845202405937016"
"49","1.1195643567480147","1.1195643567480147","1.1195643567480147"
"50","0.7614885261282325","0.7614885261282325","0.7614885261282325"
"51","0.8594583780504763","0.8594583780504763","0.8594583780504763"
"52","0.8107316656969488","0.8107316656969488","0.8107316656969488"
"53","0.8050240567485614","0.8050240567485614","0.8050240567485614"
"54","0.9454957005699607","0.9454957005699607","0.9454957005699607"
"55","1.1119527597911656","1.1119527597911656","1.1119527597911656"
"56","1.0016838712617755","1.0016838712617755","1.0016838712617755"
"57","1.2010528105311096","1.2010528105311096","1.2010528105311096"
"58","0.9217590084299445","0.9217590084299445","0.9217590084299445"
"59","1.1286826697178185","1.1286826697178185","1.1286826697178185"
"60","1.0510663739405572","1.0510663739405572","1.0510663739405572"
"61","1.2109030864963317","1.2109030864963317","1.2109030864963317"
"62","0.9190860042047199","0.9190860042047199","0.9190860042047199"
"63","0.7529871361330152","0.7529871361330152","0.7529871361330152"
"64","0.7610448308090784","0.7610448308090784","0.7610448308090784"
"65","0.8182604238390923","0.8182604238390923","0.8182604238390923"
"66","0.8764153444208205","0.8764153444208205","0.8764153444208205"
"67","0.9524790695868433","0.9524790695868433","0.9524790695868433"
"68","0.7864425801672041","0.7864425801672041","0.7864425801672041"
"69","0.9598056749742105","0.9598056749742105","0.9598056749742105"
"70","0.8420270709137831","0.8420270709137831","0.8420270709137831"
"71","1.1923926270265346","1.1923926270265346","1.1923926270265346"
"72","0.9338854607194662","0.9338854607194662","0.9338854607194662"
"73","1.0250173956891584","1.0250173956891584","1.0250173956891584"
"74","1.069642698392272","1.069642698392272","1.069642698392272"
"75","0.9867317983880639","0.9867317983880639","0.9867317983880639"
"76","0.8680169847793877","0.8680169847793877","0.8680169847793877"
"77","1.0902483853486515","1.0902483853486515","1.0902483853486515"
"78","0.9918030952531693","0.9918030952531693","0.9918030952531693"
"79","0.8253579903393984","0.8253579903393984","0.8253579903393984"
"80","0.8036989527754486","0.8036989527754486","0.8036989527754486"
"81","1.143449752810449","1.143449752810449","1.143449752810449"
"82","1.1357570376750323","1.1357570376750323","1.1357570376750323"
"83","1.223888356839986","1.223888356839986","1.223888356839986"
"84","0.8414474084938006","0.8414474084938006","0.8414474084938006"
"85","0.8631358646460818","0.8631358646460818","0.8631358646460818"
"86","1.1617441724365278","1.1617441724365278","1.1617441724365278"
"87","0.9056937394869073","0.9056937394869073","0.9056937394869073"
"88","1.2455799570847956","1.2455799570847956","1.2455799570847956"
"89","1.1904076207389087","1.1904076207389087","1.1904076207389087"
"90","1.0189781920248622","1.0189781920248622","1.0189781920248622"
"91","1.0396205551661704","1.0396205551661704","1.0396205551661704"
"92","0.8901479481358392","0.8901479481358392","0.8901479481358392"
"93","0.9057333036140542","0.9057333036140542","0.9057333036140542"
"94","1.0294655568969076","1.0294655568969076","1.0294655568969076"
"95","1.1648570198483346","1.1648570198483346","1.1648570198483346"
"96","1.1751425076158668","1.1751425076158668","1.1751425076158668"
"97","1.0525407210478612","1.0525407210478612","1.0525407210478612"
"98","0.8660171334988886","0.8660171334988886","0.8660171334988886"
"99","0.9246985529866543","0.9246985529866543","0.9246985529866543"
"100","1.1921602757408367","1.1921602757408367","1.1921602757408367"
"101","1.2074747323278003","1.2074747323278003","1.2074747323278003"
"102","0.9330132190464737","0.9330132190464737","0.9330132190464737"
"103","0.7922730688940848","0.7922730688940848","0.7922730688940848"
"104","0.92767027185231","0.92767027185231","0.92767027185231"
"105","0.9449235047213733","0.9449235047213733","0.9449235047213733"
"106","0.9552081519161204","0.9552081519161204","0.9552081519161204"
"107","1.0480827530634622","1.0480827530634622","1.0480827530634622"
"108","0.9703736187986465","0.9703736187986465","0.9703736187986465"
"109","0.7891769369656032","0.7891769369656032","0.7891769369656032"
"110","1.0856176903579156","1.0856176903579156","1.0856176903579156"
"111","1.1409847620939153","1.1409847620939153","1.1409847620939153"
"112","0.8892560452990368","0.8892560452990368","0.8892560452990368"
"113","0.9360722191068315","0.9360722191068315","0.9360722191068315"
"114","0.7891769369656032","0.7891769369656032","0.7891769369656032"
"115","1.0821448250844505","1.0821448250844505","1.0821448250844505"
"116","0.8189813747885701","0.8189813747885701","0.8189813747885701"
"117","1.1413136143339504","1.1413136143339504","1.1413136143339504"
"118","0.7673796145144118","0.7673796145144118","0.7673796145144118"
"119","1.0754129090568967","1.0754129090568967","1.0754129090568967"
"120","0.7738582249730825","0.7738582249730825","0.7738582249730825"
"121","1.141824608900058","1.141824608900058","1.141824608900058"
"122","0.8034739817012531","0.8034739817012531","0.8034739817012531"
"123","1.097925985803979","1.097925985803979","1.097925985803979"
"124","0.7719633651542186","0.7719633651542186","0.7719633651542186"
"125","1.2450967504913018","1.2450967504913018","1.2450967504913018"
"126","1.1865009889006615","1.1865009889006615","1.1865009889006615"
"127","1.1279689833471829","1.1279689833471829","1.1279689833471829"
"128","0.9081410005989083","0.9081410005989083","0.9081410005989083"
"129","0.7730833544685768","0.7730833544685768","0.7730833544685768"
"130","1.17296490631449","1.17296490631449","1.17296490631449"
"131","0.9052018041881085","0.9052018041881085","0.9052018041881085"
"132","0.9356190267595469","0.9356190267595469","0.9356190267595469"
"133","1.0337881567171905","1.0337881567171905","1.0337881567171905"
"134","0.9027167111052685","0.9027167111052685","0.9027167111052685"
"135","0.8606320545513441","0.8606320545513441","0.8606320545513441"
"136","0.879964497878862","0.879964497878862","0.879964497878862"
"137","0.787249667807832","0.787249667807832","0.787249667807832"
"138","0.8392989762337478","0.8392989762337478","0.8392989762337478"
"139","0.7875532192393827","0.7875532192393827","0.7875532192393827"
"140","0.8470956450550939","0.8470956450550939","0.8470956450550939"
"141","0.8403142359488811","0.8403142359488811","0.8403142359488811"
"142","1.2383101372962977","1.2383101372962977","1.2383101372962977"
"143","0.942804670936479","0.942804670936479","0.942804670936479"
"144","0.7653069376984002","0.7653069376984002","0.7653069376984002"
"145","0.8158018799553524","0.8158018799553524","0.8158018799553524"
"146","0.7831167100436784","0.7831167100436784","0.7831167100436784"
"147","1.0771235656278444","1.0771235656278444","1.0771235656278444"
"148","1.0347734857328927","1.0347734857328927","1.0347734857328927"
"149","0.9517448703051312","0.9517448703051312","0.9517448703051312"
"150","1.1800343745736699","1.1800343745736699","1.1800343745736699"
"151","0.822694167033744","0.822694167033744","0.822694167033744"
"152","0.9544324210429238","0.9544324210429238","0.9544324210429238"
"153","0.7915985488505999","0.7915985488505999","0.7915985488505999"
"154","0.8180713562983666","0.8180713562983666","0.8180713562983666"
"155","0.7667036982014275","0.7667036982014275","0.7667036982014275"
"156","0.8158018799553524","0.8158018799553524","0.8158018799553524"
"157","1.0599002226227683","1.0599002226227683","1.0599002226227683"
"158","0.8194886136072089","0.8194886136072089","0.8194886136072089"
"159","1.041193933256609","1.041193933256609","1.041193933256609"
"160","0.8150990593846515","0.8150990593846515","0.8150990593846515"
"161","1.233842990010182","1.233842990010182","1.233842990010182"
"162","1.1567980144414696","1.1567980144414696","1.1567980144414696"
"163","1.137773135786161","1.137773135786161","1.137773135786161"
"164","0.9512369169526698","0.9512369169526698","0.9512369169526698"
"165","0.8180713562983666","0.8180713562983666","0.8180713562983666"
"166","0.7858824782924314","0.7858824782924314","0.7858824782924314"
"167","0.8232217690464394","0.8232217690464394","0.8232217690464394"
"168","0.8383921966124042","0.8383921966124042","0.8383921966124042"
"169","0.8389845113014849","0.8389845113014849","0.8389845113014849"
"170","0.8245367731372386","0.8245367731372386","0.8245367731372386"
"171","1.0840640913430681","1.0840640913430681","1.0840640913430681"
"172","1.0663213776426377","1.0663213776426377","1.0663213776426377"
"173","1.1926412944472964","1.1926412944472964","1.1926412944472964"
"174","0.8198068614850024","0.8198068614850024","0.8198068614850024"
"175","1.073833159238975","1.073833159238975","1.073833159238975"
"176","1.0510663739405572","1.0510663739405572","1.0510663739405572"
"177","0.7995585537107385","0.7995585537107385","0.7995585537107385"
"178","1.1156276552011117","1.1156276552011117","1.1156276552011117"
"179","1.075005391649979","1.075005391649979","1.075005391649979"
"180","0.8269778876110382","0.8269778876110382","0.8269778876110382"
"181","0.8685716063563698","0.8685716063563698","0.8685716063563698"
"182","0.8117213213695561","0.8117213213695561","0.8117213213695561"
