"Step","vital-cosmos-120 - trial_state/config.vdw_a","vital-cosmos-120 - trial_state/config.vdw_a__MIN","vital-cosmos-120 - trial_state/config.vdw_a__MAX"
"498","622643.4773475667","622643.4773475667","622643.4773475667"
"499","611931.5942229461","611931.5942229461","611931.5942229461"
"500","630674.4061610769","630674.4061610769","630674.4061610769"
"501","600009.9274691454","600009.9274691454","600009.9274691454"
"502","738402.8052223617","738402.8052223617","738402.8052223617"
"503","605968.0027088564","605968.0027088564","605968.0027088564"
"504","607471.7208164035","607471.7208164035","607471.7208164035"
"505","607412.0505347349","607412.0505347349","607412.0505347349"
"506","607486.6874221263","607486.6874221263","607486.6874221263"
"507","607658.6006109492","607658.6006109492","607658.6006109492"
"508","620997.6300875943","620997.6300875943","620997.6300875943"
"509","608535.021060005","608535.021060005","608535.021060005"
"510","609287.2662777541","609287.2662777541","609287.2662777541"
"511","600888.4691992203","600888.4691992203","600888.4691992203"
"512","609502.1048489305","609502.1048489305","609502.1048489305"
"513","697775.759411281","697775.759411281","697775.759411281"
"514","606185.0573135494","606185.0573135494","606185.0573135494"
"515","609925.95626757","609925.95626757","609925.95626757"
"516","605607.3569847009","605607.3569847009","605607.3569847009"
"517","605257.7110268198","605257.7110268198","605257.7110268198"
"518","610257.4420482807","610257.4420482807","610257.4420482807"
"519","608237.5016662721","608237.5016662721","608237.5016662721"
"520","624455.3554007724","624455.3554007724","624455.3554007724"
"521","607805.7612843098","607805.7612843098","607805.7612843098"
"522","611793.4317999021","611793.4317999021","611793.4317999021"
"523","608501.649076254","608501.649076254","608501.649076254"
"524","608546.0864072557","608546.0864072557","608546.0864072557"
"525","788861.9247086947","788861.9247086947","788861.9247086947"
"526","609930.4063384843","609930.4063384843","609930.4063384843"
"527","610205.2027539505","610205.2027539505","610205.2027539505"
"528","622467.9758259933","622467.9758259933","622467.9758259933"
"529","611524.074819736","611524.074819736","611524.074819736"
"530","628622.0960145558","628622.0960145558","628622.0960145558"
"531","627286.2562047319","627286.2562047319","627286.2562047319"
"532","627621.629487812","627621.629487812","627621.629487812"
"533","628668.596685437","628668.596685437","628668.596685437"
"534","628042.3399413973","628042.3399413973","628042.3399413973"
"535","612842.3083015423","612842.3083015423","612842.3083015423"
"536","628843.459874682","628843.459874682","628843.459874682"
"537","627818.538486203","627818.538486203","627818.538486203"
"538","612273.6550467553","612273.6550467553","612273.6550467553"
"539","623434.1407658221","623434.1407658221","623434.1407658221"
"540","618913.1174438234","618913.1174438234","618913.1174438234"
"541","619617.7924504408","619617.7924504408","619617.7924504408"
"542","623421.5252101896","623421.5252101896","623421.5252101896"
"543","612298.4155750948","612298.4155750948","612298.4155750948"
"544","609583.5041097557","609583.5041097557","609583.5041097557"
"545","611385.5583690333","611385.5583690333","611385.5583690333"
"546","610446.4502522806","610446.4502522806","610446.4502522806"
"547","644607.7578168972","644607.7578168972","644607.7578168972"
"548","620572.41024031","620572.41024031","620572.41024031"
"549","606596.3541759392","606596.3541759392","606596.3541759392"
"550","621517.257956561","621517.257956561","621517.257956561"
"551","621526.035305131","621526.035305131","621526.035305131"
"552","620637.5590632466","620637.5590632466","620637.5590632466"
"553","621305.1478576007","621305.1478576007","621305.1478576007"
"554","609019.3315773158","609019.3315773158","609019.3315773158"
"555","608193.2782555756","608193.2782555756","608193.2782555756"
"556","622717.2189887443","622717.2189887443","622717.2189887443"
"557","623462.3366095338","623462.3366095338","623462.3366095338"
"558","623345.5996985802","623345.5996985802","623345.5996985802"
"559","622904.9489229668","622904.9489229668","622904.9489229668"
"560","623083.9258571919","623083.9258571919","623083.9258571919"
"561","622935.5618198486","622935.5618198486","622935.5618198486"
"562","643272.6233439975","643272.6233439975","643272.6233439975"
"563","607778.5824978597","607778.5824978597","607778.5824978597"
"564","762524.3860927725","762524.3860927725","762524.3860927725"
"565","610690.4963265165","610690.4963265165","610690.4963265165"
"566","703422.4221632202","703422.4221632202","703422.4221632202"
"567","600472.8427311642","600472.8427311642","600472.8427311642"
"568","601007.3481228349","601007.3481228349","601007.3481228349"
"569","604931.4207620276","604931.4207620276","604931.4207620276"
"570","620888.4432606383","620888.4432606383","620888.4432606383"
"571","618236.789538265","618236.789538265","618236.789538265"
"572","625852.5963186439","625852.5963186439","625852.5963186439"
"573","620135.8366520718","620135.8366520718","620135.8366520718"
"574","621106.0422254228","621106.0422254228","621106.0422254228"
"575","621506.5031505369","621506.5031505369","621506.5031505369"
"576","626176.6128059237","626176.6128059237","626176.6128059237"
"577","614732.3908923536","614732.3908923536","614732.3908923536"
"578","608046.2026840681","608046.2026840681","608046.2026840681"
"579","607411.9094043395","607411.9094043395","607411.9094043395"
"580","607761.6877413015","607761.6877413015","607761.6877413015"
"581","607780.044490593","607780.044490593","607780.044490593"
"582","607973.5072019281","607973.5072019281","607973.5072019281"
"583","607778.5824978597","607778.5824978597","607778.5824978597"
"584","607423.7181750807","607423.7181750807","607423.7181750807"
"585","607687.4375372966","607687.4375372966","607687.4375372966"
"586","608039.8917289419","608039.8917289419","608039.8917289419"
"587","607829.1905302398","607829.1905302398","607829.1905302398"
"588","608035.8240171438","608035.8240171438","608035.8240171438"
"589","748494.9637136124","748494.9637136124","748494.9637136124"
"590","607780.4092202887","607780.4092202887","607780.4092202887"
"591","607889.5756339458","607889.5756339458","607889.5756339458"
"592","783659.6307020782","783659.6307020782","783659.6307020782"
"593","607888.2635510352","607888.2635510352","607888.2635510352"
"594","610360.5591484387","610360.5591484387","610360.5591484387"
"595","624161.6374348517","624161.6374348517","624161.6374348517"
"596","624616.174451091","624616.174451091","624616.174451091"
"597","622733.1977088983","622733.1977088983","622733.1977088983"
"598","624451.2872970977","624451.2872970977","624451.2872970977"
"599","609043.5282713226","609043.5282713226","609043.5282713226"
"600","797190.901043801","797190.901043801","797190.901043801"
"601","704185.9633879078","704185.9633879078","704185.9633879078"
"602","753536.6455338218","753536.6455338218","753536.6455338218"
"603","693926.4202674576","693926.4202674576","693926.4202674576"
"604","644039.0950930611","644039.0950930611","644039.0950930611"
"605","690796.3955524085","690796.3955524085","690796.3955524085"
"606","614976.3838992221","614976.3838992221","614976.3838992221"
"607","725087.8775436891","725087.8775436891","725087.8775436891"
"608","708331.6089634714","708331.6089634714","708331.6089634714"
"609","729727.8979110942","729727.8979110942","729727.8979110942"
"610","600307.9636528676","600307.9636528676","600307.9636528676"
"611","600745.3677828136","600745.3677828136","600745.3677828136"
"612","600022.1343930159","600022.1343930159","600022.1343930159"
"613","600047.9264326546","600047.9264326546","600047.9264326546"
"614","600126.4276923651","600126.4276923651","600126.4276923651"
"615","600587.0123546739","600587.0123546739","600587.0123546739"
"616","600786.9309497607","600786.9309497607","600786.9309497607"
"617","600570.1855776685","600570.1855776685","600570.1855776685"
"618","600073.4389358404","600073.4389358404","600073.4389358404"
"619","660859.0347598006","660859.0347598006","660859.0347598006"
"620","799989.7645477987","799989.7645477987","799989.7645477987"
"621","600025.01143355","600025.01143355","600025.01143355"
"622","688569.0906275357","688569.0906275357","688569.0906275357"
"623","600228.7876088031","600228.7876088031","600228.7876088031"
"624","600688.2336223722","600688.2336223722","600688.2336223722"
"625","600427.7658540679","600427.7658540679","600427.7658540679"
"626","711657.2548817059","711657.2548817059","711657.2548817059"
"627","600043.5254763743","600043.5254763743","600043.5254763743"
"628","729363.2966076629","729363.2966076629","729363.2966076629"
"629","600201.5083880136","600201.5083880136","600201.5083880136"
"630","600120.5159918515","600120.5159918515","600120.5159918515"
"631","600699.2664907221","600699.2664907221","600699.2664907221"
"632","600400.6132832288","600400.6132832288","600400.6132832288"
"633","600723.3297301751","600723.3297301751","600723.3297301751"
"634","600755.3963001549","600755.3963001549","600755.3963001549"
"635","609430.6364440473","609430.6364440473","609430.6364440473"
"636","600247.7877995735","600247.7877995735","600247.7877995735"
"637","600413.1841014249","600413.1841014249","600413.1841014249"
"638","600478.8514642579","600478.8514642579","600478.8514642579"
"639","600279.4852205863","600279.4852205863","600279.4852205863"
"640","600165.8865978016","600165.8865978016","600165.8865978016"
"641","600387.2078683415","600387.2078683415","600387.2078683415"
"642","600054.4686340207","600054.4686340207","600054.4686340207"
"643","600298.8610194807","600298.8610194807","600298.8610194807"
"644","694743.6687522363","694743.6687522363","694743.6687522363"
"645","600357.361430224","600357.361430224","600357.361430224"
"646","600090.8578910487","600090.8578910487","600090.8578910487"
"647","600659.6766147771","600659.6766147771","600659.6766147771"
"648","600090.8578910487","600090.8578910487","600090.8578910487"
"649","600099.5307637128","600099.5307637128","600099.5307637128"
"650","748219.6227228136","748219.6227228136","748219.6227228136"
"651","600579.9309731664","600579.9309731664","600579.9309731664"
"652","600446.3026737121","600446.3026737121","600446.3026737121"
"653","600679.337241442","600679.337241442","600679.337241442"
"654","600357.361430224","600357.361430224","600357.361430224"
"655","600386.1504059557","600386.1504059557","600386.1504059557"
"656","600723.2575154259","600723.2575154259","600723.2575154259"
"657","600572.0471560935","600572.0471560935","600572.0471560935"
"658","600750.4542594556","600750.4542594556","600750.4542594556"
"659","600532.9906356958","600532.9906356958","600532.9906356958"
"660","600638.1047128718","600638.1047128718","600638.1047128718"
"661","600273.8435790202","600273.8435790202","600273.8435790202"
"662","600651.0274239826","600651.0274239826","600651.0274239826"
"663","600440.8482384435","600440.8482384435","600440.8482384435"
"664","600357.361430224","600357.361430224","600357.361430224"
"665","600215.5655037367","600215.5655037367","600215.5655037367"
"666","600614.7679395793","600614.7679395793","600614.7679395793"
"667","600551.5614229486","600551.5614229486","600551.5614229486"
"668","624156.7621527212","624156.7621527212","624156.7621527212"
"669","600307.4319829387","600307.4319829387","600307.4319829387"
"670","600637.4600774185","600637.4600774185","600637.4600774185"
"671","600243.1346725839","600243.1346725839","600243.1346725839"
"672","600647.1523992496","600647.1523992496","600647.1523992496"
"673","600003.4338142831","600003.4338142831","600003.4338142831"
"674","600030.5889325748","600030.5889325748","600030.5889325748"
"675","600265.3693748157","600265.3693748157","600265.3693748157"
"676","600456.2830153744","600456.2830153744","600456.2830153744"
"677","600307.1045747405","600307.1045747405","600307.1045747405"
"678","600745.3677828136","600745.3677828136","600745.3677828136"
"679","614543.6400412519","614543.6400412519","614543.6400412519"
"680","600776.8262364729","600776.8262364729","600776.8262364729"
"681","789823.4066612453","789823.4066612453","789823.4066612453"
"682","697099.4283874945","697099.4283874945","697099.4283874945"
"683","735515.014732972","735515.014732972","735515.014732972"
"684","600301.1822702064","600301.1822702064","600301.1822702064"
"685","601007.7370566045","601007.7370566045","601007.7370566045"
"686","787748.1114208687","787748.1114208687","787748.1114208687"
"687","600017.2491809129","600017.2491809129","600017.2491809129"
"688","742519.2322141796","742519.2322141796","742519.2322141796"
"689","601375.1813471419","601375.1813471419","601375.1813471419"
"690","799133.1610647575","799133.1610647575","799133.1610647575"
"691","792008.9735545088","792008.9735545088","792008.9735545088"
"692","600025.2821443814","600025.2821443814","600025.2821443814"
"693","600493.9616036415","600493.9616036415","600493.9616036415"
"694","601370.640666988","601370.640666988","601370.640666988"
"695","600357.7620042156","600357.7620042156","600357.7620042156"
"696","600086.6789433657","600086.6789433657","600086.6789433657"
"697","728886.4192546825","728886.4192546825","728886.4192546825"
"698","600110.7449401875","600110.7449401875","600110.7449401875"
"699","600219.1200604242","600219.1200604242","600219.1200604242"
"700","606697.8682872636","606697.8682872636","606697.8682872636"
"701","600142.6883610886","600142.6883610886","600142.6883610886"
"702","600135.2812676607","600135.2812676607","600135.2812676607"
"703","600533.3214524223","600533.3214524223","600533.3214524223"
"704","600769.6220947547","600769.6220947547","600769.6220947547"
"705","786854.6783587937","786854.6783587937","786854.6783587937"
"706","605375.4730961414","605375.4730961414","605375.4730961414"
"707","601561.6795446058","601561.6795446058","601561.6795446058"
"708","600464.5703406322","600464.5703406322","600464.5703406322"
"709","610436.044713288","610436.044713288","610436.044713288"
"710","600380.3703638286","600380.3703638286","600380.3703638286"
"711","600051.7934965816","600051.7934965816","600051.7934965816"
"712","600606.9504927618","600606.9504927618","600606.9504927618"
"713","793062.1396316068","793062.1396316068","793062.1396316068"
"714","600371.5919253193","600371.5919253193","600371.5919253193"
"715","604376.8354753981","604376.8354753981","604376.8354753981"
"716","646671.8450175961","646671.8450175961","646671.8450175961"
"717","606153.1052255466","606153.1052255466","606153.1052255466"
"718","600638.6073452219","600638.6073452219","600638.6073452219"
"719","676857.7611762722","676857.7611762722","676857.7611762722"
"720","600502.9837646671","600502.9837646671","600502.9837646671"
"721","607927.2565937497","607927.2565937497","607927.2565937497"
"722","606160.7430238819","606160.7430238819","606160.7430238819"
"723","786214.1601123316","786214.1601123316","786214.1601123316"
"724","600126.9694991382","600126.9694991382","600126.9694991382"
"725","603343.4927911286","603343.4927911286","603343.4927911286"
"726","605764.1342721711","605764.1342721711","605764.1342721711"
"727","657041.0369226926","657041.0369226926","657041.0369226926"
"728","600472.8427311642","600472.8427311642","600472.8427311642"
"729","600051.7934965816","600051.7934965816","600051.7934965816"
"730","600786.7115393414","600786.7115393414","600786.7115393414"
"731","610205.2027539505","610205.2027539505","610205.2027539505"
"732","608664.6029540166","608664.6029540166","608664.6029540166"
"733","600389.3409760804","600389.3409760804","600389.3409760804"
"734","600186.9083962179","600186.9083962179","600186.9083962179"
"735","600261.857813894","600261.857813894","600261.857813894"
"736","600746.6869459018","600746.6869459018","600746.6869459018"
"737","600734.0164042921","600734.0164042921","600734.0164042921"
"738","600746.8847280518","600746.8847280518","600746.8847280518"
"739","600398.4887403499","600398.4887403499","600398.4887403499"
"740","609669.1494761475","609669.1494761475","609669.1494761475"
"741","610205.2027539505","610205.2027539505","610205.2027539505"
"742","600317.1121067307","600317.1121067307","600317.1121067307"
"743","600086.6789433657","600086.6789433657","600086.6789433657"
"744","600310.2330608788","600310.2330608788","600310.2330608788"
"745","600099.602229238","600099.602229238","600099.602229238"
"746","600166.7034904045","600166.7034904045","600166.7034904045"
"747","600322.0875642478","600322.0875642478","600322.0875642478"
"748","605290.8378290994","605290.8378290994","605290.8378290994"
"749","600129.1465162997","600129.1465162997","600129.1465162997"
"750","610205.2027539505","610205.2027539505","610205.2027539505"
"751","610145.6441551609","610145.6441551609","610145.6441551609"
"752","600354.8574256538","600354.8574256538","600354.8574256538"
"753","610177.1478519224","610177.1478519224","610177.1478519224"
"754","609660.4168496161","609660.4168496161","609660.4168496161"
"755","609488.2797396828","609488.2797396828","609488.2797396828"
"756","600023.9544021423","600023.9544021423","600023.9544021423"
"757","600240.354179827","600240.354179827","600240.354179827"
"758","600712.800797673","600712.800797673","600712.800797673"
"759","605780.1326383243","605780.1326383243","605780.1326383243"
"760","758545.6249774832","758545.6249774832","758545.6249774832"
"761","633707.4811840256","633707.4811840256","633707.4811840256"
"762","608029.2059599569","608029.2059599569","608029.2059599569"
"763","600450.8278667766","600450.8278667766","600450.8278667766"
"764","711217.526414402","711217.526414402","711217.526414402"
"765","600329.5092469903","600329.5092469903","600329.5092469903"
"766","727763.5265820838","727763.5265820838","727763.5265820838"
"767","600478.6763929481","600478.6763929481","600478.6763929481"
"768","730815.0631564244","730815.0631564244","730815.0631564244"
"769","600388.885064997","600388.885064997","600388.885064997"
"770","600478.4642720345","600478.4642720345","600478.4642720345"
"771","755651.0162474404","755651.0162474404","755651.0162474404"
"772","684985.7803967663","684985.7803967663","684985.7803967663"
"773","600225.345505682","600225.345505682","600225.345505682"
"774","714881.1930161326","714881.1930161326","714881.1930161326"
"775","762340.8412140753","762340.8412140753","762340.8412140753"
"776","750111.8437675091","750111.8437675091","750111.8437675091"
"777","600371.5984363179","600371.5984363179","600371.5984363179"
"778","777565.9678783915","777565.9678783915","777565.9678783915"
"779","769602.0388552817","769602.0388552817","769602.0388552817"
"780","600388.885064997","600388.885064997","600388.885064997"
"781","600424.6070278895","600424.6070278895","600424.6070278895"
"782","600684.813939605","600684.813939605","600684.813939605"
"783","728369.2080398821","728369.2080398821","728369.2080398821"
"784","602842.3356430767","602842.3356430767","602842.3356430767"
"785","610205.2027539505","610205.2027539505","610205.2027539505"
"786","772154.8853112378","772154.8853112378","772154.8853112378"
"787","600447.6241474523","600447.6241474523","600447.6241474523"
"788","602690.8376292192","602690.8376292192","602690.8376292192"
"789","600562.7287350463","600562.7287350463","600562.7287350463"
"790","601437.5855457028","601437.5855457028","601437.5855457028"
"791","618534.1796408391","618534.1796408391","618534.1796408391"
"792","600799.9668469978","600799.9668469978","600799.9668469978"
"793","600450.8278667766","600450.8278667766","600450.8278667766"
"794","751699.1480574454","751699.1480574454","751699.1480574454"
"795","610480.1613113655","610480.1613113655","610480.1613113655"
"796","610205.2027539505","610205.2027539505","610205.2027539505"
"797","610082.9254398935","610082.9254398935","610082.9254398935"
"798","600447.7565282204","600447.7565282204","600447.7565282204"
"799","600500.291571744","600500.291571744","600500.291571744"
"800","600772.0472364681","600772.0472364681","600772.0472364681"
"801","610324.5761131342","610324.5761131342","610324.5761131342"
"802","610404.9601062017","610404.9601062017","610404.9601062017"
"803","600506.1986362303","600506.1986362303","600506.1986362303"
"804","600356.2477204152","600356.2477204152","600356.2477204152"
"805","600472.8427311642","600472.8427311642","600472.8427311642"
"806","600023.9544021423","600023.9544021423","600023.9544021423"
"807","600380.3703638286","600380.3703638286","600380.3703638286"
"808","600279.0764376019","600279.0764376019","600279.0764376019"
"809","600816.01503947","600816.01503947","600816.01503947"
"810","600472.8427311642","600472.8427311642","600472.8427311642"
"811","600424.3463558571","600424.3463558571","600424.3463558571"
"812","610348.4728720792","610348.4728720792","610348.4728720792"
"813","612004.958351752","612004.958351752","612004.958351752"
"814","600498.6139865931","600498.6139865931","600498.6139865931"
"815","783593.459642209","783593.459642209","783593.459642209"
"816","600106.4848840489","600106.4848840489","600106.4848840489"
"817","665896.5095073569","665896.5095073569","665896.5095073569"
"818","600028.6361438268","600028.6361438268","600028.6361438268"
"819","600387.4317923572","600387.4317923572","600387.4317923572"
"820","618913.0340974034","618913.0340974034","618913.0340974034"
"821","600478.6763929481","600478.6763929481","600478.6763929481"
"822","600472.8427311642","600472.8427311642","600472.8427311642"
"823","600424.6070278895","600424.6070278895","600424.6070278895"
"824","754949.0221628748","754949.0221628748","754949.0221628748"
"825","792499.1681418032","792499.1681418032","792499.1681418032"
"826","600186.9083962179","600186.9083962179","600186.9083962179"
"827","679793.4166469859","679793.4166469859","679793.4166469859"
"828","600134.0422270923","600134.0422270923","600134.0422270923"
"829","600158.2149755605","600158.2149755605","600158.2149755605"
"830","600083.0842807282","600083.0842807282","600083.0842807282"
"831","600151.5140378126","600151.5140378126","600151.5140378126"
"832","600112.685962341","600112.685962341","600112.685962341"
"833","600186.9083962179","600186.9083962179","600186.9083962179"
"834","600186.9083962179","600186.9083962179","600186.9083962179"
"835","600191.9218225467","600191.9218225467","600191.9218225467"
"836","600186.7462415671","600186.7462415671","600186.7462415671"
"837","600186.9083962179","600186.9083962179","600186.9083962179"
"838","600186.9083962179","600186.9083962179","600186.9083962179"
"839","600193.031688621","600193.031688621","600193.031688621"
"840","600064.4664146211","600064.4664146211","600064.4664146211"
"841","600389.3409760804","600389.3409760804","600389.3409760804"
"842","600003.1285414682","600003.1285414682","600003.1285414682"
"843","600065.922938755","600065.922938755","600065.922938755"
"844","600112.685962341","600112.685962341","600112.685962341"
"845","600124.8338757374","600124.8338757374","600124.8338757374"
"846","600051.0916825979","600051.0916825979","600051.0916825979"
"847","600034.2819358571","600034.2819358571","600034.2819358571"
"848","600186.9083962179","600186.9083962179","600186.9083962179"
"849","600074.3127787223","600074.3127787223","600074.3127787223"
"850","600184.9178436501","600184.9178436501","600184.9178436501"
"851","600167.2482707594","600167.2482707594","600167.2482707594"
"852","600483.6889344014","600483.6889344014","600483.6889344014"
"853","600514.9583076299","600514.9583076299","600514.9583076299"
"854","600191.0180348315","600191.0180348315","600191.0180348315"
"855","727472.8869675165","727472.8869675165","727472.8869675165"
"856","600240.2478158508","600240.2478158508","600240.2478158508"
"857","600243.7692152263","600243.7692152263","600243.7692152263"
"858","600193.031688621","600193.031688621","600193.031688621"
"859","600060.3766008603","600060.3766008603","600060.3766008603"
"860","600186.9083962179","600186.9083962179","600186.9083962179"
"861","600186.9083962179","600186.9083962179","600186.9083962179"
"862","727948.9650123268","727948.9650123268","727948.9650123268"
"863","600389.3409760804","600389.3409760804","600389.3409760804"
"864","600023.9544021423","600023.9544021423","600023.9544021423"
"865","600212.7508116227","600212.7508116227","600212.7508116227"
"866","794190.6580533262","794190.6580533262","794190.6580533262"
"867","695073.7958877775","695073.7958877775","695073.7958877775"
"868","600186.9083962179","600186.9083962179","600186.9083962179"
"869","686753.1478571579","686753.1478571579","686753.1478571579"
"870","600186.9083962179","600186.9083962179","600186.9083962179"
"871","718290.2331611414","718290.2331611414","718290.2331611414"
"872","600136.2223713434","600136.2223713434","600136.2223713434"
"873","611286.7096230703","611286.7096230703","611286.7096230703"
"874","600242.2834338193","600242.2834338193","600242.2834338193"
"875","693930.781704785","693930.781704785","693930.781704785"
"876","600216.006392917","600216.006392917","600216.006392917"
"877","611258.2274254236","611258.2274254236","611258.2274254236"
"878","600259.4995897398","600259.4995897398","600259.4995897398"
"879","619104.4604294888","619104.4604294888","619104.4604294888"
"880","611286.7096230703","611286.7096230703","611286.7096230703"
"881","600298.3606140792","600298.3606140792","600298.3606140792"
"882","678340.9058139258","678340.9058139258","678340.9058139258"
"883","600180.3659133423","600180.3659133423","600180.3659133423"
"884","600193.031688621","600193.031688621","600193.031688621"
"885","600186.9083962179","600186.9083962179","600186.9083962179"
"886","600186.9083962179","600186.9083962179","600186.9083962179"
"887","600057.3170349419","600057.3170349419","600057.3170349419"
"888","600186.9083962179","600186.9083962179","600186.9083962179"
"889","600175.9077625807","600175.9077625807","600175.9077625807"
"890","600122.0569595542","600122.0569595542","600122.0569595542"
"891","600186.9083962179","600186.9083962179","600186.9083962179"
"892","600186.9083962179","600186.9083962179","600186.9083962179"
"893","600186.9083962179","600186.9083962179","600186.9083962179"
"894","600193.031688621","600193.031688621","600193.031688621"
"895","600186.9083962179","600186.9083962179","600186.9083962179"
"896","641313.0566321743","641313.0566321743","641313.0566321743"
"897","600136.2223713434","600136.2223713434","600136.2223713434"
"898","650151.3909228441","650151.3909228441","650151.3909228441"
"899","600186.9083962179","600186.9083962179","600186.9083962179"
"900","771173.7434243774","771173.7434243774","771173.7434243774"
"901","647136.3787170596","647136.3787170596","647136.3787170596"
"902","686541.5678289935","686541.5678289935","686541.5678289935"
"903","715841.6478639201","715841.6478639201","715841.6478639201"
"904","743560.1659854013","743560.1659854013","743560.1659854013"
"905","707386.547448874","707386.547448874","707386.547448874"
"906","600186.9083962179","600186.9083962179","600186.9083962179"
"907","717584.2652396669","717584.2652396669","717584.2652396669"
"908","600431.6972620222","600431.6972620222","600431.6972620222"
"909","600193.031688621","600193.031688621","600193.031688621"
"910","600511.3555606082","600511.3555606082","600511.3555606082"
"911","791278.3486895039","791278.3486895039","791278.3486895039"
"912","712509.1652957854","712509.1652957854","712509.1652957854"
"913","600511.3555606082","600511.3555606082","600511.3555606082"
"914","600511.3555606082","600511.3555606082","600511.3555606082"
"915","600511.3555606082","600511.3555606082","600511.3555606082"
"916","600401.1110462868","600401.1110462868","600401.1110462868"
"917","600511.3555606082","600511.3555606082","600511.3555606082"
"918","600431.6972620222","600431.6972620222","600431.6972620222"
"919","715479.8865807295","715479.8865807295","715479.8865807295"
"920","600511.3555606082","600511.3555606082","600511.3555606082"
"921","600431.6972620222","600431.6972620222","600431.6972620222"
"922","600181.0543412176","600181.0543412176","600181.0543412176"
"923","600511.3555606082","600511.3555606082","600511.3555606082"
"924","600511.3555606082","600511.3555606082","600511.3555606082"
"925","600431.6972620222","600431.6972620222","600431.6972620222"
"926","600511.3555606082","600511.3555606082","600511.3555606082"
"927","610205.2027539505","610205.2027539505","610205.2027539505"
"928","600505.5038281112","600505.5038281112","600505.5038281112"
"929","603466.9782842099","603466.9782842099","603466.9782842099"
"930","600511.3555606082","600511.3555606082","600511.3555606082"
"931","610205.2027539505","610205.2027539505","610205.2027539505"
"932","600511.3555606082","600511.3555606082","600511.3555606082"
"933","600511.3555606082","600511.3555606082","600511.3555606082"
"934","796050.0709588402","796050.0709588402","796050.0709588402"
"935","600511.3555606082","600511.3555606082","600511.3555606082"
"936","600511.3555606082","600511.3555606082","600511.3555606082"
"937","600511.3555606082","600511.3555606082","600511.3555606082"
"938","600511.3555606082","600511.3555606082","600511.3555606082"
"939","600401.1110462868","600401.1110462868","600401.1110462868"
"940","600511.3555606082","600511.3555606082","600511.3555606082"
"941","600511.3555606082","600511.3555606082","600511.3555606082"
"942","600511.3555606082","600511.3555606082","600511.3555606082"
"943","600511.3555606082","600511.3555606082","600511.3555606082"
"944","610205.2027539505","610205.2027539505","610205.2027539505"
"945","600186.9083962179","600186.9083962179","600186.9083962179"
"946","605837.9589886817","605837.9589886817","605837.9589886817"
"947","600509.2120332492","600509.2120332492","600509.2120332492"
"948","605778.4869293798","605778.4869293798","605778.4869293798"
"949","600511.3555606082","600511.3555606082","600511.3555606082"
"950","600511.3555606082","600511.3555606082","600511.3555606082"
"951","600505.5038281112","600505.5038281112","600505.5038281112"
"952","600511.3555606082","600511.3555606082","600511.3555606082"
"953","600152.8427046218","600152.8427046218","600152.8427046218"
"954","600501.3570220624","600501.3570220624","600501.3570220624"
"955","600511.3555606082","600511.3555606082","600511.3555606082"
"956","600511.3555606082","600511.3555606082","600511.3555606082"
"957","600511.3555606082","600511.3555606082","600511.3555606082"
"958","600389.3409760804","600389.3409760804","600389.3409760804"
"959","610480.2687140427","610480.2687140427","610480.2687140427"
"960","610205.2027539505","610205.2027539505","610205.2027539505"
"961","600186.9083962179","600186.9083962179","600186.9083962179"
"962","600511.3555606082","600511.3555606082","600511.3555606082"
"963","610327.852849857","610327.852849857","610327.852849857"
"964","600186.9083962179","600186.9083962179","600186.9083962179"
"965","600511.6707246279","600511.6707246279","600511.6707246279"
"966","610205.2027539505","610205.2027539505","610205.2027539505"
"967","600511.3555606082","600511.3555606082","600511.3555606082"
"968","612498.4393993346","612498.4393993346","612498.4393993346"
"969","600511.3555606082","600511.3555606082","600511.3555606082"
"970","600511.3555606082","600511.3555606082","600511.3555606082"
"971","600501.3570220624","600501.3570220624","600501.3570220624"
"972","600511.3555606082","600511.3555606082","600511.3555606082"
"973","600511.3555606082","600511.3555606082","600511.3555606082"
"974","600472.8427311642","600472.8427311642","600472.8427311642"
"975","610205.2027539505","610205.2027539505","610205.2027539505"
"976","600406.6932187219","600406.6932187219","600406.6932187219"
"977","600511.3555606082","600511.3555606082","600511.3555606082"
"978","600511.3555606082","600511.3555606082","600511.3555606082"
"979","600511.9825968773","600511.9825968773","600511.9825968773"
"980","756579.9845935125","756579.9845935125","756579.9845935125"
"981","600511.3555606082","600511.3555606082","600511.3555606082"
"982","600511.3555606082","600511.3555606082","600511.3555606082"
"983","768916.1192057796","768916.1192057796","768916.1192057796"
"984","666743.4232022166","666743.4232022166","666743.4232022166"
"985","741442.1329102695","741442.1329102695","741442.1329102695"
"986","669433.9079367234","669433.9079367234","669433.9079367234"
"987","634518.642918031","634518.642918031","634518.642918031"
"988","662774.3895881053","662774.3895881053","662774.3895881053"
"989","600511.3555606082","600511.3555606082","600511.3555606082"
"990","600511.3555606082","600511.3555606082","600511.3555606082"
"991","600186.9083962179","600186.9083962179","600186.9083962179"
"992","687276.4615877026","687276.4615877026","687276.4615877026"
"993","600187.1103184631","600187.1103184631","600187.1103184631"
"994","627841.2957487489","627841.2957487489","627841.2957487489"
"995","714279.98882439","714279.98882439","714279.98882439"
"996","600186.9083962179","600186.9083962179","600186.9083962179"
"997","600191.3524522429","600191.3524522429","600191.3524522429"
"998","600186.9083962179","600186.9083962179","600186.9083962179"
"999","600186.9083962179","600186.9083962179","600186.9083962179"
